chr	pos	non_missing_samples
chr5	26366	5728
chr5	27564	3131
chr5	38139	5419
chr5	58298	3882
chr5	75949	3595
chr5	81437	6405
chr5	90199	6332
chr5	93580	3274
chr5	99784	2908
chr5	103072	5528
chr5	103109	6212
chr5	105738	5196
chr5	107190	5519
chr5	111130	5451
chr5	112712	6314
chr5	113577	6031
chr5	114071	5677
chr5	118163	4937
chr5	118406	5356
chr5	129032	5977
chr5	141659	6106
chr5	143197	6044
chr5	143534	3568
chr5	157750	6027
chr5	161292	5007
chr5	163769	5244
chr5	163896	6095
chr5	169902	5192
chr5	173200	5155
chr5	174106	6027
chr5	174940	5642
chr5	175071	4791
chr5	177264	1808
chr5	180646	6000
chr5	182864	4537
chr5	183134	5570
chr5	183401	5248
chr5	183516	4855
chr5	184393	4899
chr5	184702	5225
chr5	185498	2620
chr5	187717	4703
chr5	188747	5392
chr5	188918	4510
chr5	189799	5144
chr5	190639	6298
chr5	191093	5775
chr5	192757	6519
chr5	192842	5412
chr5	192972	5211
chr5	195603	4865
chr5	196258	5954
chr5	196333	5475
chr5	199003	6229
chr5	199415	5308
chr5	200747	5080
chr5	204215	5829
chr5	204952	1265
chr5	207504	6131
chr5	207618	5535
chr5	207868	5769
chr5	208214	5716
chr5	208959	6408
chr5	214450	6033
chr5	214454	5952
chr5	223117	5101
chr5	225768	5890
chr5	230980	3586
chr5	231908	4998
chr5	233517	1880
chr5	239545	2445
chr5	264036	5333
chr5	267658	4903
chr5	268187	4778
chr5	269234	4982
chr5	275101	4575
chr5	282420	4841
chr5	299621	1903
chr5	302222	4849
chr5	306032	2868
chr5	306981	4873
chr5	308352	5805
chr5	309096	5407
chr5	309483	4936
chr5	311256	4041
chr5	311478	6325
chr5	314011	4908
chr5	317670	4075
chr5	327522	6150
chr5	330764	4676
chr5	336952	2263
chr5	337232	1375
chr5	337985	6225
chr5	339014	1769
chr5	342195	1298
chr5	345968	3729
chr5	346610	5552
chr5	346636	4946
chr5	347131	5295
chr5	348598	6498
chr5	350460	6527
chr5	351008	2630
chr5	351751	5532
chr5	353603	5862
chr5	356381	4975
chr5	359933	5157
chr5	360543	4258
chr5	360739	5603
chr5	361697	6487
chr5	362569	5293
chr5	371958	5525
chr5	374748	6075
chr5	375405	6028
chr5	376994	5837
chr5	379198	6022
chr5	382369	1632
chr5	386014	3845
chr5	387876	5601
chr5	388064	5663
chr5	393377	5886
chr5	395990	5743
chr5	400445	5320
chr5	401877	6416
chr5	402321	5823
chr5	403221	6034
chr5	403286	6230
chr5	404713	2019
chr5	404804	5021
chr5	406969	2115
chr5	407230	2000
chr5	407545	3015
chr5	409698	4491
chr5	409760	2597
chr5	410980	1349
chr5	411047	1152
chr5	415932	5719
chr5	421152	5096
chr5	423385	5978
chr5	423698	4419
chr5	427466	2210
chr5	428236	4089
chr5	429989	6186
chr5	430217	5572
chr5	433566	5639
chr5	433654	5870
chr5	434981	5714
chr5	438102	1879
chr5	438454	2846
chr5	438564	4946
chr5	445951	5877
chr5	447737	6102
chr5	448663	5502
chr5	449084	4632
chr5	451923	2896
chr5	452247	4193
chr5	452305	5635
chr5	453888	5873
chr5	454732	2901
chr5	455696	3659
chr5	457261	6085
chr5	457597	4799
chr5	457729	5266
chr5	457955	5996
chr5	458622	4598
chr5	458841	4509
chr5	459681	3622
chr5	460385	4876
chr5	460710	5673
chr5	469379	2760
chr5	470087	5452
chr5	475104	6096
chr5	476969	5361
chr5	477253	5843
chr5	477719	5654
chr5	477968	4371
chr5	480509	4421
chr5	484146	5398
chr5	485259	6194
chr5	489140	5578
chr5	489199	5734
chr5	490237	6170
chr5	495377	5949
chr5	502694	6273
chr5	503731	5188
chr5	506051	5191
chr5	514785	5059
chr5	520547	4966
chr5	526659	5523
chr5	527298	5715
chr5	527609	3756
chr5	534155	5856
chr5	539310	4797
chr5	544757	5289
chr5	548008	4915
chr5	551292	2469
chr5	551642	5668
chr5	560923	5236
chr5	566782	5206
chr5	567246	4427
chr5	575475	6646
chr5	575683	5967
chr5	581053	5438
chr5	583442	5872
chr5	590626	2510
chr5	593160	3867
chr5	594083	4472
chr5	594219	4115
chr5	595186	5592
chr5	595870	5826
chr5	597643	5460
chr5	598224	4863
chr5	598237	5040
chr5	599274	2509
chr5	601485	6017
chr5	601647	6088
chr5	602143	4660
chr5	606384	6421
chr5	607388	6183
chr5	609526	5976
chr5	609884	4371
chr5	610093	5752
chr5	611753	5500
chr5	614923	3830
chr5	614963	4158
chr5	617836	5861
chr5	618586	2239
chr5	619907	4883
chr5	620715	5968
chr5	624605	6228
chr5	625670	6054
chr5	628294	5316
chr5	636438	2462
chr5	636589	4731
chr5	636613	5119
chr5	637207	4848
chr5	637668	5364
chr5	639955	5209
chr5	652034	5750
chr5	653343	4602
chr5	654705	5019
chr5	657449	4347
chr5	660776	6185
chr5	665280	6353
chr5	670745	5748
chr5	673408	5833
chr5	674921	4417
chr5	685748	6077
chr5	687065	1641
chr5	792362	6078
chr5	816095	5365
chr5	851582	5805
chr5	852207	3825
chr5	865411	6231
chr5	894439	6065
chr5	896983	6107
chr5	904374	4738
chr5	910270	6285
chr5	911236	5765
chr5	917878	3424
chr5	918523	5627
chr5	920758	6128
chr5	922405	4442
chr5	932184	5314
chr5	932258	4522
chr5	933810	6202
chr5	936218	5912
chr5	936400	5549
chr5	936899	2682
chr5	938606	5587
chr5	946418	5329
chr5	953407	1387
chr5	953611	5707
chr5	954270	5330
chr5	956671	3591
chr5	956974	4271
chr5	959224	5572
chr5	960843	6007
chr5	964250	4207
chr5	968198	5624
chr5	969176	4405
chr5	969285	6631
chr5	969709	5695
chr5	979148	5376
chr5	980015	5552
chr5	981019	2636
chr5	988228	5762
chr5	988510	5321
chr5	988906	3148
chr5	992509	4770
chr5	992859	6204
chr5	994615	6157
chr5	995270	5813
chr5	997933	5913
chr5	999338	4906
chr5	999653	5113
chr5	1000698	2950
chr5	1000895	2718
chr5	1006181	5114
chr5	1010083	5722
chr5	1010960	4684
chr5	1014927	4770
chr5	1015063	5286
chr5	1016008	3181
chr5	1016842	3830
chr5	1029215	5775
chr5	1029712	4560
chr5	1041105	5637
chr5	1051828	6097
chr5	1052360	5601
chr5	1057113	5615
chr5	1062444	4417
chr5	1063998	5611
chr5	1067535	5389
chr5	1078642	6363
chr5	1093260	5367
chr5	1097281	5109
chr5	1103495	6334
chr5	1104938	5678
chr5	1107428	6218
chr5	1107785	6570
chr5	1107828	6184
chr5	1107837	6272
chr5	1113244	6307
chr5	1119411	5253
chr5	1119722	6090
chr5	1124077	2031
chr5	1124560	6619
chr5	1129788	4588
chr5	1132216	4371
chr5	1134166	6035
chr5	1134914	6489
chr5	1135834	5516
chr5	1151161	5345
chr5	1154134	5575
chr5	1157313	5967
chr5	1158233	2328
chr5	1169112	5226
chr5	1169186	4442
chr5	1169451	5666
chr5	1171479	3436
chr5	1176601	5327
chr5	1181556	4907
chr5	1186121	5361
chr5	1186853	5749
chr5	1187074	5682
chr5	1187281	2882
chr5	1188381	2676
chr5	1189347	5574
chr5	1190440	6282
chr5	1191061	4131
chr5	1200573	5460
chr5	1203437	5575
chr5	1207527	4251
chr5	1208656	4719
chr5	1209541	4948
chr5	1212357	5107
chr5	1217494	5149
chr5	1222480	4433
chr5	1223062	5074
chr5	1225121	5158
chr5	1226318	5689
chr5	1226365	6221
chr5	1227014	6026
chr5	1228215	4155
chr5	1236212	4349
chr5	1236291	4174
chr5	1239678	3352
chr5	1243475	5245
chr5	1244425	6037
chr5	1247024	5365
chr5	1255520	5995
chr5	1257621	6308
chr5	1269365	4092
chr5	1275528	4960
chr5	1279790	5949
chr5	1280028	3919
chr5	1281890	3095
chr5	1282414	5034
chr5	1286516	5886
chr5	1287194	3243
chr5	1288547	5305
chr5	1299213	5130
chr5	1300025	5640
chr5	1308552	4156
chr5	1309168	5908
chr5	1315660	3899
chr5	1317820	1830
chr5	1320722	2584
chr5	1321873	4630
chr5	1322087	5114
chr5	1322654	5119
chr5	1342714	2922
chr5	1344458	5296
chr5	1345474	5006
chr5	1350339	6402
chr5	1351538	6024
chr5	1362793	4067
chr5	1364439	4370
chr5	1370832	3524
chr5	1371226	4289
chr5	1372704	5800
chr5	1375977	6137
chr5	1376161	5265
chr5	1376399	5308
chr5	1377172	5992
chr5	1381260	6244
chr5	1388625	5860
chr5	1389680	5275
chr5	1390349	6103
chr5	1392721	5501
chr5	1394522	5393
chr5	1395077	5234
chr5	1395391	3772
chr5	1397830	4237
chr5	1398797	5555
chr5	1398806	5503
chr5	1401580	6275
chr5	1404548	5247
chr5	1407116	5292
chr5	1407129	4731
chr5	1411412	5953
chr5	1412645	3759
chr5	1414773	3081
chr5	1416142	5320
chr5	1416646	6211
chr5	1417047	6102
chr5	1417212	6266
chr5	1420268	6188
chr5	1423905	6189
chr5	1428011	2366
chr5	1428111	5554
chr5	1428135	5637
chr5	1430093	6500
chr5	1430244	5868
chr5	1432825	4527
chr5	1433401	5168
chr5	1434306	5997
chr5	1434430	6038
chr5	1438105	5570
chr5	1438354	5026
chr5	1442189	5777
chr5	1442521	6164
chr5	1442676	3138
chr5	1443199	5152
chr5	1443603	5501
chr5	1444427	6192
chr5	1446389	3783
chr5	1447762	6355
chr5	1448148	5733
chr5	1450444	6160
chr5	1451782	3445
chr5	1460131	6410
chr5	1460132	6414
chr5	1461167	4458
chr5	1461389	6018
chr5	1464267	5390
chr5	1466813	5700
chr5	1468287	5301
chr5	1470900	5919
chr5	1471388	5281
chr5	1473977	2829
chr5	1477231	5055
chr5	1480630	5027
chr5	1487270	6055
chr5	1489706	6175
chr5	1490124	4182
chr5	1490195	2623
chr5	1490594	5559
chr5	1491009	5297
chr5	1492642	3015
chr5	1494764	5686
chr5	1494909	5331
chr5	1495219	4528
chr5	1495839	5957
chr5	1496622	6582
chr5	1497626	4795
chr5	1499057	4827
chr5	1499175	4571
chr5	1499370	2884
chr5	1499806	6098
chr5	1501695	4605
chr5	1503205	5733
chr5	1503610	5758
chr5	1506303	5540
chr5	1508837	2639
chr5	1512208	5344
chr5	1512868	5276
chr5	1513514	5353
chr5	1514462	5254
chr5	1517198	5058
chr5	1517322	6255
chr5	1517769	2719
chr5	1517881	5163
chr5	1519079	6165
chr5	1519197	4664
chr5	1519264	5933
chr5	1519693	5520
chr5	1519833	6249
chr5	1521573	3926
chr5	1525219	4039
chr5	1526098	4595
chr5	1526170	5154
chr5	1527496	4418
chr5	1527606	1618
chr5	1529358	4392
chr5	1536257	2139
chr5	1536600	5838
chr5	1537141	2290
chr5	1537829	5566
chr5	1548764	5215
chr5	1549639	4769
chr5	1549771	5677
chr5	1550734	5600
chr5	1550851	5378
chr5	1550942	5297
chr5	1552255	5933
chr5	1552325	6244
chr5	1552714	5468
chr5	1553239	5659
chr5	1555825	2491
chr5	1557213	4043
chr5	1557636	5429
chr5	1558048	5714
chr5	1558628	6408
chr5	1564675	2594
chr5	1565371	4547
chr5	1566307	5857
chr5	1568442	5194
chr5	1594096	5510
chr5	1600771	5576
chr5	1629407	5843
chr5	1640282	4706
chr5	1644315	2022
chr5	1644394	2921
chr5	1645242	5057
chr5	1647831	5713
chr5	1647875	5478
chr5	1653418	4728
chr5	1655800	5256
chr5	1656054	4520
chr5	1656830	5922
chr5	1657406	5655
chr5	1659414	5338
chr5	1659450	5233
chr5	1659537	5926
chr5	1660611	5676
chr5	1660785	4305
chr5	1661397	4718
chr5	1661770	6029
chr5	1670239	6032
chr5	1670265	5366
chr5	1670369	4770
chr5	1671200	6090
chr5	1671335	5575
chr5	1672179	5043
chr5	1672272	4888
chr5	1675417	4486
chr5	1675503	4507
chr5	1676638	5207
chr5	1676668	4466
chr5	1676963	3304
chr5	1683758	5184
chr5	1685297	5727
chr5	1685594	3568
chr5	1685655	5568
chr5	1686233	6048
chr5	1686960	5763
chr5	1687233	5660
chr5	1687468	6225
chr5	1689436	5103
chr5	1689631	5138
chr5	1696932	5244
chr5	1696954	4160
chr5	1698123	5860
chr5	1699151	4676
chr5	1702359	5322
chr5	1705102	6161
chr5	1707630	4757
chr5	1721003	4376
chr5	1721527	4872
chr5	1723063	5752
chr5	1723309	4106
chr5	1723445	5231
chr5	1723799	4710
chr5	1725206	5555
chr5	1728124	4772
chr5	1728366	2160
chr5	1728695	1949
chr5	1730637	4174
chr5	1739325	1937
chr5	1742197	1621
chr5	1744484	5838
chr5	1744627	5378
chr5	1744753	6063
chr5	1744831	5268
chr5	1746228	4698
chr5	1748728	5031
chr5	1748909	5024
chr5	1750322	5530
chr5	1750943	6132
chr5	1751110	4628
chr5	1752616	5517
chr5	1753306	5583
chr5	1754337	5956
chr5	1755400	2597
chr5	1756858	6087
chr5	1758662	3910
chr5	1759000	3821
chr5	1760621	2373
chr5	1761033	5505
chr5	1761089	5945
chr5	1763256	4943
chr5	1763661	5978
chr5	1764128	4830
chr5	1764532	3543
chr5	1764750	2083
chr5	1765278	5044
chr5	1766736	5066
chr5	1767250	1620
chr5	1767774	5812
chr5	1769749	5073
chr5	1770515	1265
chr5	1771032	6081
chr5	1771664	5616
chr5	1772615	3591
chr5	1775600	2274
chr5	1778464	4399
chr5	1778593	5468
chr5	1779314	4597
chr5	1779381	5821
chr5	1779727	4834
chr5	1779843	4515
chr5	1781251	3167
chr5	1782046	6096
chr5	1783237	3806
chr5	1783655	1848
chr5	1786615	4132
chr5	1787962	5814
chr5	1791180	1983
chr5	1794148	1826
chr5	1794921	6078
chr5	1795739	4753
chr5	1796312	4742
chr5	1797735	5214
chr5	1798243	4427
chr5	1798312	6089
chr5	1799321	4855
