chr	pos	non_missing_samples
chr16	83887	5794
chr16	84170	5679
chr16	87217	2905
chr16	88165	5539
chr16	88245	6447
chr16	88552	5717
chr16	94535	4166
chr16	97354	5895
chr16	101263	4673
chr16	105320	5443
chr16	105444	5578
chr16	107275	5067
chr16	108955	5248
chr16	110165	5134
chr16	113970	5628
chr16	115657	5743
chr16	116923	4368
chr16	117194	6239
chr16	119019	5046
chr16	119729	5349
chr16	128054	4907
chr16	129277	5531
chr16	133946	5888
chr16	143503	6102
chr16	155320	6179
chr16	155344	6495
chr16	161938	3012
chr16	162998	3764
chr16	163598	6035
chr16	163626	6161
chr16	173145	5345
chr16	173183	6130
chr16	176743	5264
chr16	184390	3518
chr16	185123	2057
chr16	187429	5671
chr16	188606	318
chr16	191306	4116
chr16	192314	4828
chr16	193586	5057
chr16	198093	3807
chr16	198747	5646
chr16	205035	5350
chr16	212649	5537
chr16	223640	5636
chr16	223675	5744
chr16	224619	4502
chr16	225653	6380
chr16	227456	4249
chr16	228306	5987
chr16	235490	6179
chr16	240280	3461
chr16	241210	5303
chr16	247888	6035
chr16	252479	1659
chr16	257548	2361
chr16	269033	5884
chr16	271021	2527
chr16	276187	4243
chr16	277458	2867
chr16	278050	5098
chr16	279684	5310
chr16	286982	5845
chr16	293562	4527
chr16	293915	3183
chr16	295795	2609
chr16	298588	4659
chr16	304514	6122
chr16	304803	5254
chr16	309155	5259
chr16	310380	4922
chr16	314780	4565
chr16	319511	5760
chr16	329671	5450
chr16	332148	5158
chr16	333146	4952
chr16	334890	5016
chr16	335373	5954
chr16	336396	5870
chr16	337336	5444
chr16	339415	4104
chr16	341079	5506
chr16	347326	5692
chr16	349221	4632
chr16	349293	3089
chr16	349331	2916
chr16	351673	4174
chr16	352736	5266
chr16	356689	5590
chr16	358161	6442
chr16	359567	5827
chr16	359953	5409
chr16	362638	4259
chr16	368432	6074
chr16	369562	4881
chr16	370484	3831
chr16	372597	5945
chr16	375782	6192
chr16	376781	3943
chr16	377794	3913
chr16	380527	5878
chr16	381141	6028
chr16	381590	5228
chr16	390707	5437
chr16	390780	6462
chr16	392461	5182
chr16	393342	6208
chr16	394906	3451
chr16	396916	6071
chr16	397044	6061
chr16	398151	5793
chr16	400475	5076
chr16	403497	4139
chr16	404424	6403
chr16	405416	5321
chr16	414608	5918
chr16	414930	5656
chr16	417757	5989
chr16	419092	5659
chr16	419154	5782
chr16	420678	5022
chr16	423696	5543
chr16	424277	5690
chr16	426432	6155
chr16	428095	4861
chr16	430011	5758
chr16	432751	1867
chr16	433623	6272
chr16	434376	5933
chr16	440944	2434
chr16	442805	4798
chr16	445102	1633
chr16	448561	4160
chr16	449934	6053
chr16	450165	4788
chr16	467585	5728
chr16	474180	5626
chr16	480096	2883
chr16	485555	1961
chr16	486792	3428
chr16	487728	3800
chr16	491405	5709
chr16	495538	3360
chr16	495662	6085
chr16	501362	5471
chr16	507818	5659
chr16	510417	4840
chr16	511763	2980
chr16	511967	6446
chr16	524251	3592
chr16	524305	5160
chr16	525394	5047
chr16	527961	5917
chr16	533264	4395
chr16	534038	6046
chr16	538938	5276
chr16	539140	1369
chr16	539429	4583
chr16	547458	4747
chr16	550337	3808
chr16	553116	5192
chr16	570623	5112
chr16	573603	3126
chr16	575312	6182
chr16	580124	3493
chr16	586817	5719
chr16	591586	5796
chr16	592174	5024
chr16	604554	4195
chr16	606104	4610
chr16	609130	5558
chr16	612698	5763
chr16	629447	2552
chr16	630665	3210
chr16	633354	5647
chr16	637212	6247
chr16	641164	6046
chr16	642249	5732
chr16	645968	1956
chr16	646421	6232
chr16	650788	5154
chr16	652941	4754
chr16	655686	6067
chr16	655809	6080
chr16	659543	4569
chr16	661142	4029
chr16	661335	5134
chr16	671682	3346
chr16	674424	5703
chr16	674601	4789
chr16	674737	5713
chr16	675680	3164
chr16	679412	4820
chr16	686337	1286
chr16	700970	5616
chr16	701656	4994
chr16	706743	5142
chr16	710255	5928
chr16	711905	5411
chr16	713596	5548
chr16	715060	5800
chr16	716287	5486
chr16	717523	3898
chr16	720986	4406
chr16	724084	4321
chr16	725335	4275
chr16	740466	5248
chr16	746011	5482
chr16	746884	5711
chr16	748095	4871
chr16	764826	5812
chr16	766078	5844
chr16	769538	4424
chr16	775955	3610
chr16	778024	3188
chr16	778820	5578
chr16	780510	6042
chr16	781633	4642
chr16	782180	4087
chr16	785279	5347
chr16	789618	5539
chr16	789761	5658
chr16	792190	4944
chr16	798489	4737
chr16	800821	3822
chr16	802234	6467
chr16	804760	6517
chr16	806655	5416
chr16	810039	5696
chr16	810143	6045
chr16	811433	5338
chr16	811746	3737
chr16	815379	4906
chr16	824098	5282
chr16	831496	5682
chr16	835298	6479
chr16	840378	5750
chr16	840597	2919
chr16	840769	6149
chr16	847743	6064
chr16	850205	4942
chr16	858643	6181
chr16	858723	6276
chr16	860258	4800
chr16	860673	5084
chr16	861774	3614
chr16	865040	3304
chr16	870950	6095
chr16	870988	5139
chr16	873448	6031
chr16	875708	3185
chr16	875737	3761
chr16	878223	5119
chr16	878324	6239
chr16	885032	5392
chr16	885115	5917
chr16	892018	5025
chr16	893181	4228
chr16	895079	4172
chr16	896287	4885
chr16	897566	6750
chr16	898328	5888
chr16	902322	6166
chr16	902355	6450
chr16	905016	5910
chr16	906611	4772
chr16	911716	4229
chr16	914426	3872
chr16	932087	5316
chr16	933778	3797
chr16	934180	6282
chr16	938967	5558
chr16	943361	5802
chr16	948966	6754
chr16	950007	4737
chr16	950224	6283
chr16	950922	5529
chr16	952283	4093
chr16	957885	4942
chr16	963708	6360
chr16	966335	6012
chr16	968419	4820
chr16	970598	6248
chr16	973336	6124
chr16	976554	5810
chr16	977944	5770
chr16	979006	5713
chr16	979334	4991
chr16	982503	5817
chr16	982763	1243
chr16	983163	5517
chr16	985717	5043
chr16	985947	5860
chr16	986074	3150
chr16	986758	2590
chr16	987935	6390
chr16	988889	6332
chr16	988998	5161
chr16	989721	3762
chr16	990400	5868
chr16	992961	2503
chr16	994050	3738
chr16	994364	6094
chr16	994571	3914
chr16	994716	5397
chr16	994775	6387
chr16	994887	2960
chr16	995834	5588
chr16	995868	6092
chr16	995894	6009
chr16	997534	5611
chr16	1002103	3465
chr16	1004554	6235
chr16	1004694	5426
chr16	1004834	5083
chr16	1005836	5444
chr16	1007304	5952
chr16	1007737	6077
chr16	1009035	5767
chr16	1012750	6350
chr16	1013537	5708
chr16	1016057	5914
chr16	1016094	6343
chr16	1022104	3705
chr16	1025464	6031
chr16	1025983	5586
chr16	1029912	5118
chr16	1032776	5392
chr16	1033243	3242
chr16	1035548	5790
chr16	1035653	6009
chr16	1036486	4621
chr16	1036640	6334
chr16	1045311	5925
chr16	1045384	5255
chr16	1045838	4966
chr16	1045951	5813
chr16	1046471	6455
chr16	1047430	5154
chr16	1047729	4724
chr16	1048526	5621
chr16	1048950	4339
chr16	1049075	5697
chr16	1049431	6033
chr16	1050877	5681
chr16	1052943	5916
chr16	1053149	4625
chr16	1065270	5981
chr16	1065433	6013
chr16	1066396	6136
chr16	1070147	6577
chr16	1073552	4694
chr16	1073782	5521
chr16	1079582	5506
chr16	1081188	4960
chr16	1085393	5107
chr16	1088773	6251
chr16	1088797	6464
chr16	1091944	3552
chr16	1092101	6239
chr16	1092608	6066
chr16	1092676	5872
chr16	1100306	5973
chr16	1100776	5693
chr16	1102701	5893
chr16	1103095	4904
chr16	1105760	5951
chr16	1105966	3704
chr16	1109518	6249
chr16	1109653	3781
chr16	1110644	4657
chr16	1111384	5729
chr16	1113551	4450
chr16	1113993	4453
chr16	1114107	4593
chr16	1114258	5830
chr16	1115377	3573
chr16	1126543	2707
chr16	1126679	5992
chr16	1128406	4930
chr16	1131393	4253
chr16	1131695	4568
chr16	1133049	3137
chr16	1134818	5956
chr16	1151323	5376
chr16	1153937	3682
chr16	1155025	5856
chr16	1159731	3841
chr16	1161810	6101
chr16	1162013	4934
chr16	1170512	4845
chr16	1176707	4407
chr16	1184967	5183
chr16	1186299	5959
chr16	1190143	5064
chr16	1192213	5851
chr16	1196760	4930
chr16	1198938	5222
chr16	1201615	4699
chr16	1217549	6182
chr16	1218321	5833
chr16	1225628	4739
chr16	1226909	5397
chr16	1240358	6150
chr16	1247482	4639
chr16	1247606	5549
chr16	1252441	2703
chr16	1252599	3970
chr16	1255545	4212
chr16	1261222	5814
chr16	1261282	5950
chr16	1269003	5309
chr16	1269909	4179
chr16	1270162	4943
chr16	1274914	5183
chr16	1295828	4632
chr16	1297145	5814
chr16	1311333	6031
chr16	1311797	4627
chr16	1313382	5526
chr16	1316225	6452
chr16	1325971	5918
chr16	1326879	750
chr16	1330216	5457
