chr	pos	non_missing_samples
chr22	16888577	1150
chr22	16918335	1167
chr22	17032698	3082
chr22	17054720	1640
chr22	17057138	389
chr22	17075353	3342
chr22	17087656	5918
chr22	17099107	1298
chr22	17104369	1736
chr22	17152611	1093
chr22	17154984	3849
chr22	17178213	3804
chr22	17178230	4908
chr22	17200597	1479
chr22	17202602	6336
chr22	17212553	5033
chr22	17219625	3423
chr22	17227403	1294
chr22	17256231	1856
chr22	17264565	1081
chr22	17265194	4010
chr22	17273178	659
chr22	17278762	5833
chr22	17280822	5738
chr22	17281931	1528
chr22	17285949	1573
chr22	17288988	4565
chr22	17289118	1963
chr22	17294251	3144
chr22	17301217	2955
chr22	17301492	4478
chr22	17301843	1969
chr22	17303596	4529
chr22	17304246	3738
chr22	17304887	2312
chr22	17306104	5611
chr22	17306184	5657
chr22	17306270	4017
chr22	17310741	4032
chr22	17311027	3493
chr22	17312596	4130
chr22	17315102	5968
chr22	17315503	4818
chr22	17317233	1069
chr22	17318150	2638
chr22	17319156	2952
chr22	17326181	5581
chr22	17326432	5779
chr22	17326668	5907
chr22	17327181	5136
chr22	17331656	3058
chr22	17339003	5706
chr22	17347294	4924
chr22	17393239	3190
chr22	17393876	2027
chr22	17394989	5979
chr22	17395610	3551
chr22	17396612	5149
chr22	17397875	1673
chr22	17398508	5664
chr22	17398800	2851
chr22	17398812	3216
chr22	17399211	2873
chr22	17405173	4175
chr22	17407349	5273
chr22	17407566	6021
chr22	17409897	6434
chr22	17410373	4065
chr22	17410790	4778
chr22	17412168	6039
chr22	17412216	5956
chr22	17412806	5391
chr22	17413554	5023
chr22	17414103	1746
chr22	17414640	4806
chr22	17415572	5220
chr22	17421298	2234
chr22	17426401	3806
chr22	17427037	3162
chr22	17427455	2139
chr22	17429384	1188
chr22	17429434	1354
chr22	17430040	5714
chr22	17433210	2656
chr22	17433888	6207
chr22	17434084	5937
chr22	17434253	4945
chr22	17435074	6132
chr22	17436283	3876
chr22	17436846	5087
chr22	17437310	5986
chr22	17437500	5732
chr22	17441524	5031
chr22	17442154	5062
chr22	17442987	6399
chr22	17443131	4575
chr22	17444748	6003
chr22	17445502	5590
chr22	17446157	6030
chr22	17446914	6072
chr22	17446991	4974
chr22	17450515	5372
chr22	17452925	5159
chr22	17452966	4810
chr22	17453468	5468
