chr	pos	non_missing_samples
chr7	42289	5013
chr7	45653	4905
chr7	46239	5016
chr7	53998	3704
chr7	54183	3247
chr7	57191	4512
chr7	60728	5930
chr7	63494	4953
chr7	65254	4832
chr7	67365	6138
chr7	67820	6428
chr7	85111	5154
chr7	93811	5205
chr7	94119	2695
chr7	95673	3991
chr7	97305	4634
chr7	98795	1393
chr7	98977	3444
chr7	108274	5171
chr7	112828	6348
chr7	113319	2311
chr7	123250	6646
chr7	123956	2874
chr7	128206	5013
chr7	139113	4329
chr7	145226	5597
chr7	148300	3908
chr7	149765	5208
chr7	152640	2818
chr7	155066	3524
chr7	168027	4909
chr7	173599	5291
chr7	175574	5402
chr7	176270	4594
chr7	179866	5482
chr7	186119	6355
chr7	187132	6084
chr7	197267	5938
chr7	198401	6185
chr7	198440	6597
chr7	198903	6251
chr7	199624	6201
chr7	200682	4548
chr7	208845	6548
chr7	220374	3624
chr7	227931	4643
chr7	618938	5856
chr7	620328	1273
chr7	626763	5362
chr7	630286	5060
chr7	726597	3962
chr7	730196	5778
chr7	731534	5686
chr7	733136	5801
chr7	734146	5045
chr7	735851	4445
chr7	736629	6149
chr7	739977	6039
chr7	746706	6050
chr7	746917	6407
chr7	760111	4952
chr7	765461	6047
chr7	769995	4918
chr7	786833	5883
chr7	788923	5638
chr7	796430	5024
chr7	803244	6090
chr7	805204	4938
chr7	816845	6214
chr7	828493	6055
chr7	831062	5085
chr7	833003	3940
chr7	833878	5971
chr7	848197	5528
chr7	848242	6524
chr7	848272	6206
chr7	857837	6691
chr7	861094	4544
chr7	864389	4878
chr7	869846	4894
chr7	871728	4291
chr7	872658	6001
chr7	872777	4558
chr7	872848	4240
chr7	876525	5221
chr7	881668	5934
chr7	884665	2538
chr7	890284	2558
chr7	892344	2970
chr7	892902	5461
chr7	893407	2889
chr7	893517	5127
chr7	894027	4992
chr7	901574	4701
chr7	905229	4876
chr7	906739	5692
chr7	909350	3831
chr7	912755	5849
chr7	917828	5426
chr7	925949	6529
chr7	926077	4500
chr7	935907	5083
chr7	936213	5238
chr7	947236	6210
chr7	962712	5481
chr7	971106	3411
chr7	971543	4352
chr7	972753	1896
chr7	985840	5301
chr7	987619	5162
