chr	pos	non_missing_samples
chr2	21822	4505
chr2	28328	4901
chr2	29443	5501
chr2	31703	5250
chr2	33012	6235
chr2	34289	4107
chr2	34503	4996
chr2	36787	4587
chr2	38938	4632
chr2	39174	5033
chr2	43092	6385
chr2	47011	4700
chr2	47648	5211
chr2	47808	6030
chr2	54036	5515
chr2	63495	5480
chr2	70074	4669
chr2	72260	4809
chr2	72735	6278
chr2	79636	1749
chr2	80959	5303
chr2	81254	5953
chr2	84392	5076
chr2	85793	3239
chr2	86142	5984
chr2	89910	2082
chr2	90138	1887
chr2	100373	5782
chr2	104979	2512
chr2	106692	1979
chr2	107140	4861
chr2	111964	6198
chr2	112496	3624
chr2	114650	2958
chr2	115035	2468
chr2	118913	5371
chr2	118923	5658
chr2	121222	2420
chr2	128038	5056
chr2	128345	5870
chr2	131700	4066
chr2	139346	4232
chr2	141004	5338
chr2	141540	2055
chr2	142137	4240
chr2	142245	3604
chr2	149546	4446
chr2	151464	3441
chr2	153279	4150
chr2	153302	5238
chr2	167187	5120
chr2	167739	1489
chr2	170576	3078
chr2	170616	3278
chr2	171112	4640
chr2	181415	4248
chr2	184390	3482
chr2	186517	5503
chr2	188223	1862
chr2	189800	4978
chr2	189818	5510
chr2	189959	5882
chr2	189972	5897
chr2	193882	2623
chr2	200477	6334
chr2	202993	5778
chr2	203169	6463
chr2	206704	5690
chr2	210482	4786
chr2	211069	6097
chr2	212106	6388
chr2	217334	1342
chr2	224192	2681
chr2	224919	4199
chr2	226933	5418
chr2	226999	5509
chr2	228310	5056
chr2	230442	5413
chr2	238975	4916
chr2	239416	5808
chr2	239597	1428
chr2	240630	4937
chr2	242800	3818
chr2	251673	6351
chr2	256278	4893
chr2	261744	4799
chr2	262553	1761
chr2	268191	3541
chr2	268293	2341
chr2	272051	5258
chr2	272926	3069
chr2	276942	2520
chr2	280819	5046
chr2	282137	4823
chr2	282736	3999
chr2	285471	4069
chr2	295255	6234
chr2	296812	4814
chr2	298269	1845
chr2	301751	5926
chr2	301784	5499
chr2	303908	3695
chr2	305203	2286
chr2	309290	5039
chr2	309480	6087
chr2	315215	6147
chr2	320574	6043
chr2	321873	4588
chr2	328892	5647
chr2	335810	5485
chr2	339089	2724
chr2	340338	5258
chr2	343588	5665
chr2	345703	4752
chr2	348470	4782
chr2	349166	5915
chr2	354241	4283
chr2	354599	2289
chr2	355663	3031
chr2	355800	4869
chr2	357794	1873
chr2	358768	5837
chr2	366410	6253
chr2	367157	5422
chr2	367736	5678
chr2	371148	3355
chr2	374086	6079
chr2	378628	4300
chr2	382409	5917
chr2	382563	2681
chr2	383458	5577
chr2	384236	4884
chr2	386021	5546
chr2	386507	4819
chr2	391781	5869
chr2	392966	5106
chr2	395708	4543
chr2	401899	5764
chr2	405938	5937
chr2	406981	5924
chr2	408751	2163
