chr	pos	non_missing_samples
chr6	165391	744
chr6	183900	1884
chr6	184034	1055
chr6	187837	1085
chr6	191331	1319
chr6	192106	1461
chr6	192300	979
chr6	196027	1087
chr6	199964	1010
chr6	203909	6550
chr6	204072	6161
chr6	204484	2459
chr6	204909	6195
chr6	205800	5953
chr6	205920	3870
chr6	205947	4303
chr6	206313	6253
chr6	206599	5071
chr6	208822	3435
chr6	209462	3238
chr6	209980	5480
chr6	211765	5326
chr6	211941	5516
chr6	212006	5722
chr6	212171	5985
chr6	212595	3632
chr6	213426	5238
chr6	213983	5681
chr6	214859	5770
chr6	215423	5372
chr6	220549	3746
chr6	221146	2273
chr6	223584	5329
chr6	224755	5479
chr6	225044	4210
chr6	226015	5914
chr6	227205	4218
chr6	227752	1731
chr6	227920	5767
chr6	227936	5824
chr6	228345	6342
chr6	229191	5676
chr6	230007	2406
chr6	232716	5169
chr6	233750	2625
chr6	236425	5616
chr6	239373	5339
chr6	240232	5780
chr6	240402	4907
chr6	240484	5769
chr6	241477	5268
chr6	242049	5995
chr6	245274	3965
chr6	245466	1244
chr6	246178	4087
chr6	247899	4346
chr6	249597	4773
chr6	252005	2926
chr6	252145	4537
chr6	252772	5608
chr6	253861	5874
chr6	254337	2757
chr6	254424	6089
chr6	256281	6791
chr6	274847	3318
chr6	284613	6814
chr6	285695	4158
chr6	298700	5228
chr6	299296	6238
chr6	299635	4536
chr6	304078	4251
chr6	305185	4631
chr6	305816	5920
chr6	308149	3312
chr6	311938	6622
chr6	312023	5164
chr6	312247	6347
chr6	335424	3104
chr6	340036	2507
chr6	340273	6965
chr6	341187	7466
chr6	344878	6081
chr6	348723	6418
chr6	350371	5865
chr6	358985	6308
chr6	362354	4807
chr6	362457	5817
chr6	363858	6128
chr6	365158	6772
chr6	372939	7000
chr6	374664	4683
chr6	378246	5517
chr6	381217	7532
chr6	383546	2598
chr6	383624	3721
chr6	384230	5836
chr6	387659	5567
chr6	389630	4861
chr6	390105	4570
chr6	394293	5373
chr6	396321	5371
chr6	398775	3759
chr6	399079	5760
chr6	403799	5008
chr6	404905	4590
chr6	405873	5271
chr6	405900	4534
chr6	408012	5427
chr6	410848	5955
chr6	411064	4786
chr6	411954	5361
chr6	412741	4606
chr6	413666	4730
chr6	415406	4434
chr6	417727	5939
chr6	420756	5606
chr6	420768	5473
chr6	422408	5977
chr6	428722	4735
chr6	429457	4672
chr6	430490	5838
chr6	431383	5707
chr6	433077	3690
chr6	433201	5160
chr6	434364	5342
chr6	436329	2758
chr6	439826	5911
chr6	439985	5233
chr6	442361	5761
chr6	442410	6239
chr6	444600	6111
chr6	445278	6090
chr6	445461	5484
chr6	448349	4362
chr6	448425	4516
chr6	449358	4425
chr6	453197	4875
chr6	454325	2338
chr6	456185	4606
chr6	457748	5669
chr6	461484	1782
chr6	462341	4909
chr6	462968	6337
chr6	463753	6012
chr6	464652	5176
chr6	466033	3815
chr6	467582	1543
chr6	467773	5616
chr6	468597	5650
chr6	471136	3099
chr6	471435	6191
chr6	472807	4827
chr6	473248	5641
chr6	473664	6086
chr6	475154	3298
chr6	475489	5864
chr6	475810	3699
chr6	477065	2364
chr6	479182	5687
chr6	480107	2902
chr6	480753	3106
chr6	483817	1352
chr6	485078	1582
chr6	485586	6210
chr6	485620	6078
chr6	489484	3593
chr6	493976	4825
chr6	494567	2922
chr6	496555	6428
chr6	502178	4448
chr6	506231	2699
chr6	510346	5827
chr6	511080	4823
chr6	513175	5509
chr6	513279	3726
chr6	515393	6382
chr6	516350	5986
chr6	516680	5815
chr6	518059	4907
chr6	518078	4087
chr6	523350	4723
chr6	526744	5599
chr6	528568	3371
chr6	528736	2874
chr6	529104	5065
chr6	530476	6455
chr6	531112	5884
chr6	531483	5018
chr6	532776	1616
chr6	533866	6312
chr6	535668	4132
chr6	535839	2927
chr6	538735	5104
chr6	541039	5759
chr6	542159	5625
chr6	543134	6162
chr6	546847	3754
chr6	550629	5814
chr6	550811	4795
chr6	556106	5653
chr6	559413	3477
chr6	559576	6094
chr6	561527	3916
chr6	563210	1721
chr6	564145	5259
chr6	566509	6203
chr6	566673	4626
chr6	566741	4867
chr6	567162	3851
chr6	567849	5883
chr6	568603	6191
chr6	570556	2661
chr6	571463	2538
chr6	572330	3708
chr6	572480	5568
chr6	573088	4991
chr6	574106	3209
chr6	574810	4495
chr6	576902	4268
chr6	577820	4813
chr6	580362	4926
chr6	582037	1475
chr6	584161	3426
chr6	585266	2610
chr6	586271	6129
chr6	586348	5746
chr6	586693	4647
chr6	594078	6138
chr6	594407	5568
chr6	594759	2755
chr6	597871	3855
chr6	598621	5888
chr6	599570	3142
chr6	603377	5254
chr6	605003	4631
chr6	605217	5434
chr6	606568	2066
chr6	611969	1464
chr6	612156	4557
chr6	612788	5591
chr6	613005	5474
chr6	614353	5912
chr6	617519	2383
chr6	619293	5412
chr6	622786	4551
chr6	622885	1512
chr6	624270	3154
chr6	624922	6055
chr6	625188	6059
chr6	625268	6367
chr6	626397	5201
chr6	627382	4404
chr6	629108	2454
chr6	636277	2341
chr6	636814	3601
chr6	637060	4199
chr6	640602	5139
chr6	641162	5838
chr6	644199	5571
chr6	647068	3986
chr6	647204	2450
chr6	650071	4634
chr6	654482	5013
chr6	654985	2658
chr6	656143	4212
chr6	656555	5373
chr6	658461	3727
chr6	665448	1734
chr6	668627	5315
chr6	672798	5042
chr6	680678	6128
chr6	681198	5886
chr6	682543	2044
chr6	683933	5835
chr6	684269	5345
chr6	687753	6145
chr6	689565	5764
chr6	693473	5081
chr6	696058	5874
chr6	696699	5395
chr6	696753	4874
chr6	697174	5078
chr6	697592	5489
chr6	697754	5469
chr6	701536	3069
chr6	702398	5914
chr6	702434	5124
chr6	703142	6003
chr6	703249	5378
chr6	705359	5762
chr6	706630	5030
chr6	707656	2924
chr6	708461	4333
chr6	709555	1465
chr6	709765	3709
chr6	711150	6042
chr6	711197	4254
chr6	711792	5255
chr6	715196	2980
chr6	720465	5315
chr6	722716	2053
chr6	723505	3489
chr6	724586	4734
chr6	725927	2179
chr6	728418	5391
chr6	728997	2264
chr6	729037	1370
chr6	730114	2921
chr6	732369	3719
chr6	733136	4818
chr6	733163	5905
chr6	734242	5782
chr6	738201	4603
chr6	741043	3273
chr6	742311	4945
chr6	743995	5791
chr6	744573	3817
chr6	749311	4484
chr6	753246	2721
chr6	753349	5555
chr6	753586	6043
chr6	753622	6167
chr6	757505	4074
chr6	758665	1990
chr6	764818	5468
chr6	765329	4297
chr6	765874	4002
chr6	767471	4246
chr6	770769	3554
chr6	771389	2323
chr6	775505	5432
chr6	775915	2188
chr6	776878	5963
chr6	778678	4713
chr6	779944	3839
chr6	781077	3507
chr6	782953	3199
chr6	787587	3437
chr6	788169	5911
chr6	788882	1508
chr6	788960	3904
chr6	789572	2076
chr6	790296	6012
chr6	791318	2279
chr6	792837	4082
chr6	792983	5108
chr6	793060	1896
chr6	793559	6069
chr6	795321	5111
chr6	795414	5377
chr6	796416	5050
chr6	796484	3088
chr6	797475	4018
chr6	797780	5939
chr6	798331	1472
chr6	799618	4875
chr6	800299	3243
chr6	800368	2096
chr6	802938	3320
chr6	803047	1875
chr6	803882	6044
chr6	805770	4711
chr6	805844	1874
chr6	807683	2815
chr6	811952	5309
chr6	812136	2515
chr6	812922	1961
chr6	818590	4270
chr6	821327	5030
chr6	828649	5660
chr6	829223	1369
chr6	830293	4532
chr6	830829	3547
chr6	831356	5451
chr6	833579	3091
chr6	833792	3180
chr6	843418	4772
chr6	848452	5978
chr6	858212	4037
chr6	858970	6176
chr6	859115	5181
chr6	859142	6194
chr6	861084	4790
chr6	861169	3701
chr6	865862	4649
chr6	866963	3221
chr6	867611	5718
chr6	868988	5902
chr6	870244	4524
chr6	870776	4870
chr6	873578	2031
chr6	875493	5450
chr6	875559	5094
chr6	876459	5460
chr6	877124	5566
chr6	877878	2255
chr6	880234	4954
chr6	880737	4900
chr6	883074	5650
chr6	885195	4841
chr6	885856	3596
chr6	886851	6234
chr6	887977	5462
chr6	888109	5588
chr6	888239	5088
chr6	888396	5581
chr6	888734	5550
chr6	889108	4187
chr6	889487	4812
chr6	890039	4949
chr6	890165	5698
chr6	890387	2835
chr6	890831	6228
chr6	891148	2919
chr6	891210	5781
chr6	891532	5099
chr6	893848	5397
chr6	895246	1556
chr6	895605	5827
chr6	897095	6134
chr6	903764	3813
chr6	904145	2568
chr6	904307	2213
chr6	905791	5090
chr6	911832	4805
chr6	912688	5753
chr6	913569	3942
chr6	913708	2686
chr6	913974	4877
chr6	914394	5028
chr6	915792	2811
chr6	917223	2937
chr6	917875	5516
chr6	918550	5876
chr6	920523	1387
chr6	921899	5857
chr6	922656	6169
chr6	925581	2472
chr6	928010	5765
chr6	930792	4600
chr6	935031	6105
chr6	938900	6278
chr6	940771	5868
chr6	944907	2318
chr6	946665	1596
chr6	948022	3211
chr6	948181	4844
chr6	952265	5450
chr6	953852	5748
chr6	955559	3958
chr6	955986	4401
chr6	959830	3239
chr6	961415	3303
chr6	961952	4541
chr6	963496	5666
chr6	967060	2539
chr6	972155	5301
chr6	972898	4088
chr6	979803	4815
chr6	980237	2214
chr6	982165	5779
chr6	984646	3009
chr6	988245	5895
chr6	994790	1146
chr6	997118	5116
chr6	997730	4776
chr6	997888	6115
chr6	998062	4536
chr6	1000604	1668
chr6	1002119	5349
chr6	1004455	4656
chr6	1005563	4891
chr6	1005602	4209
chr6	1007410	3061
chr6	1008134	5895
chr6	1008349	4315
chr6	1008959	5772
chr6	1011570	5266
chr6	1014419	6180
chr6	1016132	4534
chr6	1016984	3639
chr6	1017009	4328
chr6	1018395	5949
chr6	1018769	5027
chr6	1022191	5293
chr6	1022228	4927
chr6	1022562	5313
chr6	1022733	6390
chr6	1023154	5570
chr6	1023564	5128
chr6	1025503	3306
chr6	1027123	5587
chr6	1028789	5556
chr6	1032117	3752
chr6	1034050	5428
chr6	1035010	4929
chr6	1035675	5404
chr6	1038522	5742
chr6	1039840	6162
chr6	1041551	5375
chr6	1041861	5966
chr6	1042838	4389
chr6	1044227	6320
chr6	1044438	6001
chr6	1045382	4792
chr6	1045503	6106
chr6	1045539	5742
chr6	1046089	5557
chr6	1046615	4451
chr6	1049017	5115
chr6	1049348	4203
chr6	1049358	4439
chr6	1050172	5296
chr6	1051246	3679
chr6	1053665	4326
chr6	1055058	5886
chr6	1055655	5151
chr6	1056091	4735
chr6	1056155	5902
chr6	1056196	5806
chr6	1056944	5868
chr6	1057863	5989
chr6	1057990	6105
chr6	1058314	4699
chr6	1063883	5539
chr6	1064872	5284
chr6	1066429	5466
chr6	1066823	3501
chr6	1067471	5743
chr6	1067606	4791
chr6	1068400	6122
chr6	1068681	2997
chr6	1071246	6045
chr6	1072700	5239
chr6	1074046	5131
chr6	1074922	4359
chr6	1075055	5898
chr6	1076197	2290
chr6	1077045	3575
chr6	1077882	2708
chr6	1078564	3230
chr6	1078887	4044
chr6	1079216	5056
chr6	1080098	1503
chr6	1080950	6502
chr6	1083696	5541
chr6	1085209	5239
chr6	1085775	6680
chr6	1087946	5556
chr6	1088885	2681
chr6	1088964	5755
chr6	1089217	2248
chr6	1090056	3069
chr6	1092745	5882
chr6	1092761	6346
chr6	1093354	4643
chr6	1095855	3395
chr6	1097023	5763
chr6	1097124	4363
chr6	1098413	4589
chr6	1100777	4460
chr6	1101608	6190
chr6	1102392	3529
chr6	1102777	5883
chr6	1103242	5412
chr6	1106283	6403
chr6	1106649	5090
chr6	1106906	5236
chr6	1107022	3853
chr6	1108451	5726
chr6	1109466	4947
chr6	1110004	5750
chr6	1111688	5163
chr6	1111838	4683
chr6	1115338	4410
chr6	1115897	5434
chr6	1116272	2920
chr6	1116683	5597
chr6	1119424	5097
chr6	1123488	5572
chr6	1125057	4918
chr6	1125585	3947
chr6	1127969	6156
chr6	1130389	3100
chr6	1132076	4543
chr6	1135512	2474
chr6	1136474	3619
chr6	1136786	5030
chr6	1137160	2054
chr6	1138071	5544
chr6	1138966	4787
chr6	1139117	5184
chr6	1142589	3134
chr6	1144109	6172
chr6	1146443	5736
chr6	1148405	5528
chr6	1149483	4230
chr6	1149700	4902
chr6	1152722	3871
chr6	1156977	4456
chr6	1161556	5019
chr6	1163451	2021
chr6	1163541	3516
chr6	1167422	5662
chr6	1169047	5172
chr6	1174687	3373
chr6	1176882	5159
chr6	1176994	5832
chr6	1178561	2286
chr6	1179141	1923
chr6	1183957	6066
chr6	1184536	3290
chr6	1185373	3736
chr6	1187746	5721
chr6	1188100	6140
chr6	1188114	6001
chr6	1188835	5417
chr6	1188859	4772
chr6	1189589	6098
chr6	1191709	5497
chr6	1193415	3869
chr6	1193467	5154
chr6	1193921	5435
chr6	1193988	5755
chr6	1194666	3281
chr6	1197381	1920
chr6	1197569	2939
chr6	1198281	5676
chr6	1200746	5092
chr6	1201029	5815
chr6	1202299	6328
chr6	1203822	5950
chr6	1209774	3228
chr6	1214290	3333
chr6	1214888	4889
chr6	1214918	5499
chr6	1216236	5856
chr6	1216299	5490
chr6	1216376	5848
chr6	1216398	6097
chr6	1216526	6582
chr6	1217308	3135
chr6	1217500	2043
chr6	1219171	3834
chr6	1221018	5595
chr6	1221088	5413
chr6	1221254	5343
chr6	1221578	4544
chr6	1222322	5749
chr6	1222588	2775
chr6	1222733	2882
chr6	1223167	4853
chr6	1223250	5724
chr6	1223956	3460
chr6	1225659	5215
chr6	1226045	4630
chr6	1227633	5984
chr6	1227784	5627
chr6	1228065	5568
chr6	1230164	6561
chr6	1232021	1606
chr6	1232766	5115
chr6	1233229	5791
chr6	1234953	4216
chr6	1244837	5778
chr6	1246158	5981
chr6	1247930	4797
chr6	1248169	3221
chr6	1248729	1437
chr6	1252894	4645
chr6	1254860	6111
chr6	1254984	5641
chr6	1256092	5126
chr6	1256449	5207
chr6	1256797	3685
chr6	1257128	6310
chr6	1261007	5466
chr6	1261805	6000
chr6	1264356	4971
chr6	1264403	6613
chr6	1265742	4595
chr6	1270046	2767
chr6	1271965	5518
chr6	1273156	5427
chr6	1274536	6107
chr6	1274685	6283
chr6	1274712	6578
chr6	1275006	1811
chr6	1275205	2616
chr6	1277151	5542
chr6	1277197	4831
chr6	1277350	2125
chr6	1281814	6049
chr6	1282564	4735
chr6	1284242	2420
chr6	1284697	2263
chr6	1284870	5622
chr6	1289462	5319
chr6	1289815	5684
chr6	1289926	5263
chr6	1293365	5767
chr6	1295625	5218
chr6	1296688	5303
chr6	1302607	4785
chr6	1305883	5987
chr6	1307846	5451
chr6	1309113	5108
chr6	1309171	5080
chr6	1309605	2660
chr6	1311788	5064
chr6	1316451	4151
chr6	1318711	6155
chr6	1318720	6184
chr6	1318878	5731
chr6	1322033	1942
chr6	1325254	6151
chr6	1325906	3700
chr6	1331850	3417
chr6	1334355	5618
chr6	1334448	5044
chr6	1336150	5660
chr6	1336867	3266
chr6	1337311	3649
chr6	1338942	4605
chr6	1340189	4984
chr6	1340202	4951
chr6	1340473	5903
chr6	1340548	6073
chr6	1341652	5430
chr6	1344828	5826
chr6	1345303	3980
chr6	1349828	1366
chr6	1353954	3489
chr6	1359690	3333
chr6	1361844	4904
chr6	1361900	5205
chr6	1366220	2641
chr6	1367962	5287
chr6	1368415	3345
chr6	1368839	3559
chr6	1369204	2142
chr6	1369928	5424
chr6	1372252	6064
chr6	1373567	4509
chr6	1375100	3707
chr6	1380746	6090
chr6	1381035	6245
chr6	1381038	6323
chr6	1386697	5548
chr6	1386737	5501
chr6	1388422	6290
chr6	1394794	3953
chr6	1397348	4661
chr6	1397495	4146
chr6	1397839	4486
chr6	1402537	6086
chr6	1404628	5448
chr6	1405284	4452
chr6	1407099	5917
chr6	1408267	3054
chr6	1408677	5390
chr6	1409959	5325
chr6	1412674	4338
chr6	1415297	6312
chr6	1415811	6156
chr6	1416849	6237
chr6	1417600	5917
chr6	1417621	6133
chr6	1418160	4134
chr6	1419111	3672
chr6	1426790	6209
chr6	1427053	4461
chr6	1435220	4388
chr6	1437653	5037
chr6	1438157	5838
chr6	1439918	5309
chr6	1439976	5695
chr6	1440689	4499
chr6	1441282	3176
chr6	1443099	4541
chr6	1443391	5318
chr6	1443801	3531
chr6	1444295	3913
chr6	1445115	1683
chr6	1446047	5809
chr6	1446055	5897
chr6	1449121	3058
chr6	1449289	5259
chr6	1450397	6143
chr6	1450409	6043
chr6	1450581	4612
chr6	1451455	3160
chr6	1451582	6629
chr6	1454334	4638
chr6	1459176	3432
chr6	1464679	5779
chr6	1465746	4990
