chr	pos	non_missing_samples
chr11	198510	4540
chr11	199256	5946
chr11	202812	6405
chr11	202856	5917
chr11	203788	5472
chr11	203892	5630
chr11	204062	5829
chr11	204147	6451
chr11	204228	6099
chr11	205198	4606
chr11	206767	5478
chr11	210627	6396
chr11	211482	5833
chr11	212202	3865
chr11	217508	4688
chr11	218613	6113
chr11	219089	5936
chr11	219538	5065
chr11	221584	3546
chr11	221659	5914
chr11	221824	4744
chr11	223272	6673
chr11	224393	5296
chr11	224676	6374
chr11	224832	3810
chr11	224981	3883
chr11	225823	5897
chr11	226186	2295
chr11	228077	6463
chr11	232598	6598
chr11	233067	6408
chr11	233739	4048
chr11	235658	4136
chr11	236871	4772
chr11	237087	4375
chr11	237648	5445
chr11	240022	2316
chr11	242112	5095
chr11	243268	6347
chr11	244106	4411
chr11	244141	4246
chr11	244552	5120
chr11	247986	6233
chr11	248002	5932
chr11	248016	5641
chr11	248181	2684
chr11	249097	6292
chr11	249105	6289
chr11	249131	6369
chr11	252318	4753
chr11	252649	4832
chr11	253841	5889
chr11	254256	4447
chr11	254672	3140
chr11	255014	3671
chr11	257030	5676
chr11	257230	5395
chr11	260466	5820
chr11	264391	5302
chr11	266921	4389
chr11	269147	4018
chr11	269856	1881
chr11	270715	4927
chr11	272010	5243
chr11	273757	3437
chr11	274780	1551
chr11	276012	2127
chr11	283928	3533
chr11	285936	5176
chr11	288505	5841
chr11	290143	5785
chr11	290233	5029
chr11	295343	6065
chr11	295670	4633
chr11	295876	5811
chr11	300364	5952
chr11	306791	5314
chr11	306920	6139
chr11	307244	5985
chr11	308180	5442
chr11	312929	2862
chr11	324699	5429
chr11	329896	5596
chr11	330061	4505
chr11	330630	4460
chr11	331326	6263
chr11	335017	1244
chr11	336332	5673
chr11	345515	5819
chr11	345595	4754
chr11	346015	6176
chr11	350917	5768
chr11	353757	4312
chr11	356090	5525
chr11	358027	4982
chr11	358069	5968
chr11	362668	5198
chr11	364390	4932
chr11	364753	2984
chr11	366251	5761
chr11	366710	4231
chr11	378188	5837
chr11	392079	3976
chr11	403980	2965
chr11	406483	4941
chr11	406615	5138
chr11	407708	3179
chr11	409815	5756
chr11	419906	5687
chr11	422351	4204
chr11	424291	3257
chr11	428385	5878
chr11	428489	5690
chr11	429659	6442
chr11	432436	5993
chr11	433867	5894
chr11	439879	5798
chr11	444628	5414
chr11	454363	4429
chr11	454746	5747
chr11	454980	6041
chr11	456106	6317
chr11	457755	5565
chr11	462105	5527
chr11	464291	5643
chr11	464667	4362
chr11	467339	5429
chr11	470331	5798
chr11	482660	4421
chr11	484204	4887
chr11	491334	5416
chr11	494510	5786
chr11	498383	6494
chr11	500248	5336
chr11	502013	5756
chr11	502722	4353
chr11	505006	4427
chr11	509333	3077
chr11	511805	5964
chr11	512511	5068
chr11	513196	3923
chr11	538940	4477
chr11	549119	5838
chr11	551405	6671
chr11	552547	3638
chr11	557342	5598
chr11	558884	4671
chr11	559016	6060
chr11	559964	5891
chr11	564295	5301
chr11	567630	3386
chr11	570009	5736
chr11	570072	5663
chr11	571316	5337
chr11	574890	1539
chr11	579254	5214
chr11	580309	5483
chr11	589246	2545
chr11	589564	4629
chr11	601785	5755
chr11	601953	5466
chr11	605108	4413
chr11	605856	5774
chr11	606749	5613
chr11	609888	4999
chr11	612176	4178
chr11	612967	4572
chr11	616865	5306
chr11	619789	3426
chr11	620599	5141
chr11	636399	5064
chr11	636784	2186
chr11	641191	4304
chr11	646644	4218
chr11	656845	4704
chr11	656940	4959
chr11	662407	5729
chr11	674499	5881
chr11	679494	6108
chr11	679497	6165
chr11	681783	4982
chr11	681897	5655
chr11	682054	5394
chr11	683403	6193
chr11	684697	5728
chr11	686714	5818
chr11	686798	3274
chr11	686839	3911
chr11	688312	4058
chr11	691090	5934
chr11	692221	6284
chr11	695842	1568
chr11	698841	4653
chr11	699928	5832
chr11	702250	5588
chr11	705404	5598
chr11	707025	2515
chr11	710558	2738
chr11	715420	3790
chr11	716765	1808
chr11	723429	3261
chr11	729570	4837
chr11	737407	5896
chr11	742508	5067
chr11	743813	4224
chr11	744185	6241
chr11	749776	5699
chr11	752059	1920
chr11	755659	5754
chr11	762441	6485
chr11	766479	4720
chr11	766630	5637
chr11	767078	2588
chr11	779182	3767
chr11	783512	3266
chr11	785963	5082
chr11	787679	4931
chr11	794491	5805
chr11	802379	6434
chr11	802582	6296
chr11	802902	2584
chr11	803017	6065
chr11	805302	1729
chr11	810882	1660
chr11	812188	6193
chr11	816017	4996
chr11	824805	4849
chr11	825110	6185
chr11	827713	4719
chr11	828916	6091
chr11	831883	5361
chr11	833327	2618
chr11	833589	4754
chr11	833872	3363
chr11	834802	4517
chr11	838722	5422
chr11	840319	6119
chr11	840363	6004
chr11	843927	4558
chr11	856890	4097
chr11	857789	6257
chr11	858424	4380
chr11	870446	5496
chr11	872108	6046
chr11	876624	5355
chr11	878634	3126
chr11	880467	4257
chr11	888632	6188
chr11	898155	6009
chr11	898518	6113
chr11	903303	3866
chr11	904258	5918
chr11	929269	4894
chr11	934594	5387
chr11	936711	3640
chr11	940612	4784
chr11	944466	5733
chr11	944479	5452
chr11	946070	4237
chr11	951558	3613
chr11	955638	4967
chr11	956761	2585
chr11	957742	6522
chr11	962190	6018
chr11	970029	5352
chr11	976019	4293
chr11	983966	5629
chr11	996522	5380
chr11	1001561	5534
chr11	1001607	4996
chr11	1003642	2945
chr11	1005108	6053
chr11	1005308	5686
chr11	1009890	5683
chr11	1010694	6122
chr11	1011490	4730
chr11	1014200	6430
chr11	1014835	4522
chr11	1015021	6304
chr11	1019194	4891
chr11	1025893	4235
chr11	1027811	4965
chr11	1029320	2025
chr11	1033561	5903
chr11	1037029	4659
chr11	1038110	5211
chr11	1039867	4979
chr11	1044091	3391
chr11	1044938	2473
chr11	1047755	6141
chr11	1054346	5485
chr11	1054915	5326
chr11	1059587	5457
chr11	1060704	5284
chr11	1060934	3836
chr11	1061781	1357
chr11	1062519	5936
chr11	1062974	5775
chr11	1062990	5347
chr11	1063149	5188
chr11	1063767	3265
chr11	1068900	5496
chr11	1069195	5758
chr11	1069286	5519
chr11	1073712	5556
chr11	1075920	5084
chr11	1083364	4388
chr11	1083946	4691
chr11	1084362	6479
chr11	1084821	5618
chr11	1088815	6139
chr11	1093945	6026
chr11	1096494	3685
chr11	1101649	5441
chr11	1103296	6570
chr11	1105976	5805
chr11	1111474	4676
chr11	1117281	5391
chr11	1121615	4781
chr11	1123739	5824
chr11	1126979	3356
chr11	1127669	5674
chr11	1128221	3106
chr11	1133367	6280
chr11	1137086	5670
chr11	1229227	4696
chr11	1236427	5179
chr11	1242690	5693
chr11	1247458	5948
chr11	1250488	6349
chr11	1250603	5453
chr11	1257459	5982
chr11	1263523	6005
chr11	1263776	6404
chr11	1275018	5195
chr11	1275911	5835
chr11	1281134	5592
chr11	1284227	5849
chr11	1292831	4388
chr11	1300406	5066
chr11	1301982	6139
chr11	1314028	6583
chr11	1318312	4462
chr11	1323564	4687
chr11	1324772	5075
chr11	1325829	2427
chr11	1327752	3543
chr11	1328351	6123
chr11	1332905	4487
chr11	1346802	2783
chr11	1354704	6116
chr11	1355647	6278
chr11	1357063	5920
chr11	1365531	5939
chr11	1369465	3506
chr11	1374456	5826
chr11	1374630	5873
chr11	1375960	5465
chr11	1377230	5769
chr11	1379170	4284
chr11	1380764	4952
chr11	1381213	5567
chr11	1382103	5704
chr11	1384207	4917
chr11	1390636	6262
chr11	1391261	5510
chr11	1393709	5688
chr11	1395321	5523
chr11	1397957	4613
chr11	1398019	6304
chr11	1398316	5023
chr11	1401890	6083
chr11	1404838	5812
chr11	1408590	5814
chr11	1414580	4295
chr11	1419145	5171
chr11	1419498	4645
chr11	1419944	5675
chr11	1423176	3859
chr11	1429616	6201
chr11	1435379	3042
chr11	1437239	6020
chr11	1438103	4651
chr11	1439894	5492
chr11	1440776	2242
chr11	1442226	6065
chr11	1449373	5260
chr11	1454683	4514
chr11	1465213	3635
chr11	1473931	6199
chr11	1485629	5194
chr11	1491096	6112
chr11	1493132	5898
chr11	1494225	6230
chr11	1499084	5251
chr11	1501211	6330
chr11	1502401	5196
chr11	1506634	5397
chr11	1509950	5559
chr11	1512132	5553
chr11	1513700	4774
chr11	1513962	6319
chr11	1515271	5837
chr11	1515311	5398
chr11	1516094	5656
chr11	1516110	5599
chr11	1517541	6567
chr11	1517559	6505
