chr	pos	non_missing_samples
chr15	20071673	3701
chr15	20168817	3663
chr15	20170687	5517
chr15	20174657	3837
chr15	20176300	2413
chr15	20177092	3507
chr15	20192011	5473
chr15	22351239	3001
chr15	22414580	3933
chr15	22449059	5890
chr15	22486763	1530
chr15	22487672	3536
chr15	22755185	4667
chr15	22763396	2568
chr15	22763479	3095
chr15	22765683	5557
chr15	22769771	2658
chr15	22778880	5110
chr15	22782175	5588
chr15	22784095	3511
chr15	22787103	5399
chr15	22789651	6009
chr15	22791431	3778
chr15	22796596	4324
chr15	22799908	3383
chr15	22808289	4494
chr15	22816713	3012
chr15	22834161	5982
chr15	22835646	2913
chr15	22837143	3828
chr15	22839971	1992
chr15	22840279	2292
chr15	22845128	3764
chr15	22850389	6156
chr15	22850512	6143
chr15	22853997	3946
chr15	22855425	3854
chr15	22863001	5277
chr15	22863262	1418
chr15	22863817	1548
chr15	22866498	1771
chr15	22866621	1401
chr15	22868262	5491
chr15	22869547	4891
chr15	22869764	5607
chr15	22869860	3366
chr15	22870276	1374
chr15	22870800	3692
chr15	22872798	1928
chr15	22873784	1447
chr15	22876052	2943
chr15	22876889	4344
chr15	22883542	1681
chr15	22883815	5695
chr15	22883979	4733
chr15	22886225	4707
chr15	22891872	5395
chr15	22904312	3472
chr15	22905570	3519
chr15	22907319	3979
chr15	22908279	5597
chr15	22908392	5847
chr15	22908858	5407
chr15	22909207	5820
chr15	22909421	6500
chr15	22910324	2240
chr15	22914428	4248
chr15	22916162	2818
chr15	22918657	6045
chr15	22918700	5973
chr15	22919415	5463
chr15	22920025	5593
chr15	22920718	5355
chr15	22922064	3345
chr15	22922449	4597
chr15	22922576	3892
chr15	22924097	5542
chr15	22924144	3688
chr15	22924484	3996
chr15	22925034	5497
chr15	22926229	1896
chr15	22927167	3684
chr15	22927952	6026
chr15	22930067	4593
chr15	22930184	5987
chr15	22931008	3985
chr15	22931445	5724
chr15	22932511	6044
chr15	22933317	4188
chr15	22935635	4989
chr15	22937188	1307
chr15	22937838	5635
chr15	22940670	4887
chr15	22946061	1342
chr15	22947667	5557
chr15	22948004	3151
chr15	22948024	2354
chr15	22949828	1979
chr15	22951065	4288
chr15	22953581	4375
chr15	22955013	4658
chr15	22958104	5007
chr15	22960938	2055
chr15	22963077	5173
chr15	22964125	4938
chr15	22964647	5529
chr15	22965525	4567
chr15	22965658	6543
chr15	22968294	6078
chr15	22971564	5680
chr15	22972196	4516
chr15	22976911	5370
chr15	22980189	5685
chr15	22980597	3867
chr15	22985688	6007
chr15	22989918	4543
chr15	22990345	2706
chr15	22990854	4007
chr15	22991030	5346
chr15	22991234	4787
chr15	22991791	5396
chr15	22992389	5920
chr15	22993882	4491
chr15	22994595	3035
chr15	22996139	3229
chr15	22999857	4509
chr15	23000272	4564
chr15	23001691	1522
chr15	23003403	3444
chr15	23004371	5542
chr15	23004417	5677
chr15	23004893	4357
chr15	23005202	2032
chr15	23007309	4608
chr15	23009392	5032
chr15	23010510	3989
chr15	23011657	4846
chr15	23013126	1786
chr15	23016558	1750
chr15	23017052	6431
chr15	23017227	6172
chr15	23021113	4148
chr15	23021238	3993
chr15	23022836	5546
chr15	23024018	4676
chr15	23026848	6201
chr15	23032840	5661
chr15	23033803	4373
chr15	23034002	5649
chr15	23040248	6029
chr15	23040856	4041
chr15	23042155	5757
chr15	23043239	2850
chr15	23043896	5806
chr15	23045127	5969
chr15	23046855	3587
chr15	23048542	1405
chr15	23050865	2392
chr15	23050981	5803
chr15	23053839	5719
chr15	23059394	4197
chr15	23062802	6242
chr15	23064925	4581
chr15	23065793	5613
chr15	23065921	5710
chr15	23066736	4068
chr15	23068476	5645
chr15	23070491	1847
chr15	23077857	5896
chr15	23078008	6049
chr15	23084443	4901
chr15	23134244	1024
chr15	23227522	4433
chr15	23648792	6366
chr15	23667412	5983
chr15	23682708	4605
chr15	23693406	5497
chr15	23698008	5356
chr15	23698190	3964
chr15	23702032	6016
chr15	23702085	5252
chr15	23704631	4629
chr15	23713743	3534
chr15	23716039	5199
chr15	23718061	5507
chr15	23719829	4121
chr15	23720008	2005
chr15	23723061	3683
chr15	23723315	4505
chr15	23728368	5094
chr15	23731123	3878
chr15	23731977	2590
chr15	23736658	5613
chr15	23738588	5793
chr15	23738836	4513
chr15	23749808	3400
chr15	23750690	5336
chr15	23752868	5056
chr15	23753619	4400
chr15	23753951	4347
chr15	23755449	5314
chr15	23756648	843
chr15	23756715	4455
chr15	23757288	3973
chr15	23762348	6242
