chr	pos	non_missing_samples
chr4	51441	7693
chr4	71566	3671
chr4	73508	5187
chr4	75102	1554
chr4	90883	2999
chr4	94380	3349
chr4	95344	4252
chr4	99926	5997
chr4	102571	5776
chr4	104407	3536
chr4	109596	2839
chr4	110646	3834
chr4	111487	5177
chr4	112283	3402
chr4	117451	4049
chr4	117932	1633
chr4	121620	5828
chr4	121652	5702
chr4	122323	5837
chr4	123582	1402
chr4	125490	1300
chr4	127452	2064
chr4	134851	4524
chr4	136837	5464
chr4	142550	6207
chr4	150683	2686
chr4	166811	3155
chr4	167596	6440
chr4	171241	5790
chr4	174234	4164
chr4	179131	2730
chr4	181476	4940
chr4	195709	3303
chr4	198608	3986
chr4	200631	5111
chr4	200941	6405
chr4	214909	2037
chr4	217627	5280
chr4	219538	1409
chr4	225449	4606
chr4	231940	2342
chr4	232680	5300
chr4	233475	5518
chr4	243556	1999
chr4	245965	2308
chr4	252804	2480
chr4	258627	4602
chr4	276983	4784
chr4	279396	5617
chr4	282006	1841
chr4	282499	1748
chr4	292486	5209
chr4	302934	5885
chr4	303736	2260
chr4	308010	1828
chr4	309903	5175
chr4	321902	5389
chr4	331090	5027
chr4	331740	5366
chr4	344685	1271
chr4	352955	5846
chr4	367927	5267
chr4	367956	5575
chr4	384375	5858
chr4	395206	5924
chr4	403303	5198
chr4	408952	1326
chr4	415311	3463
chr4	419565	3078
chr4	420688	4200
chr4	429720	4295
chr4	434079	5149
chr4	452106	5855
chr4	469347	4300
chr4	470103	4917
chr4	470866	3917
chr4	473935	4882
chr4	473952	4967
chr4	475468	5531
chr4	495935	4095
chr4	497138	5579
chr4	500244	6014
chr4	500404	3756
chr4	500500	6166
chr4	500631	6114
chr4	502879	5751
chr4	502911	5796
chr4	504012	3647
chr4	504664	6042
chr4	507001	2186
chr4	509178	5939
chr4	511339	5598
chr4	514041	5655
chr4	514201	5910
chr4	515243	5768
chr4	516586	4898
chr4	516647	1810
chr4	517461	4315
chr4	520853	6604
chr4	521480	5276
chr4	524904	3580
chr4	527677	6194
chr4	528289	5766
chr4	530216	4979
chr4	532812	4791
chr4	532917	2471
chr4	533001	5964
chr4	533399	2515
chr4	540025	4291
chr4	540099	5516
chr4	548384	4178
chr4	548529	4298
chr4	552862	4664
chr4	553250	2215
chr4	564863	2586
chr4	575087	3797
chr4	583750	2295
chr4	594372	5653
chr4	596215	5218
chr4	599186	5235
chr4	605869	4443
chr4	618477	6356
chr4	625962	4628
chr4	626786	5513
chr4	627483	4179
chr4	627678	4633
chr4	639670	3586
chr4	644410	6097
chr4	658304	5016
chr4	666212	4999
chr4	676421	6035
chr4	681453	6137
chr4	683898	5413
chr4	685993	5948
chr4	686563	5470
chr4	696644	5668
chr4	703813	5644
chr4	704140	6014
chr4	706700	5334
chr4	712222	4194
chr4	712650	5475
chr4	721565	2521
chr4	726322	6006
chr4	732261	5623
chr4	733498	6233
chr4	734677	4910
chr4	735150	5585
chr4	741742	6058
chr4	744098	5791
chr4	744972	5131
chr4	747810	4090
chr4	753944	6064
chr4	755025	6194
chr4	755210	2697
chr4	755496	4392
