chr	pos	non_missing_samples
chr18	69836	2579
chr18	139767	6045
chr18	143973	3898
chr18	158917	2475
chr18	159281	5486
chr18	159382	5897
chr18	159885	4541
chr18	165453	3524
chr18	165503	3941
chr18	166277	3017
chr18	195644	3585
chr18	196829	1784
chr18	204232	3980
chr18	208998	4779
chr18	209527	4913
chr18	213827	4079
chr18	218695	2468
chr18	220658	3556
chr18	225051	2863
chr18	225964	2635
chr18	226485	6436
chr18	226497	6520
chr18	226509	6547
chr18	243219	1746
chr18	244652	3119
chr18	244768	2777
chr18	248266	6061
chr18	248279	6021
chr18	249939	4267
chr18	250047	3359
chr18	252038	3011
chr18	252559	6434
chr18	261903	5865
chr18	264012	3546
chr18	264431	4773
chr18	274013	5437
chr18	276848	1883
chr18	277265	1765
chr18	277763	5112
chr18	278796	3519
chr18	285953	5351
chr18	286176	3109
chr18	286971	4839
chr18	287648	5856
chr18	287705	4627
chr18	289153	4966
chr18	289209	6226
chr18	293519	2090
chr18	294021	2226
chr18	294495	3243
chr18	297712	6054
chr18	297805	6143
chr18	298620	3549
chr18	302224	4693
chr18	304298	5279
chr18	307648	4519
chr18	308555	4076
chr18	311204	6198
chr18	312717	5417
chr18	313108	5092
chr18	313250	5427
chr18	314592	4640
chr18	315138	5087
chr18	316349	6258
chr18	319176	5688
chr18	322183	2192
chr18	322522	5215
chr18	328726	6070
chr18	331506	3871
chr18	332469	4409
chr18	332483	4475
chr18	332528	6025
chr18	333739	5111
chr18	335363	2321
chr18	337271	5755
chr18	338113	6007
chr18	338132	6009
chr18	338297	5185
chr18	339386	5518
chr18	339594	4505
chr18	339671	5617
chr18	339727	5681
chr18	340963	6367
chr18	341151	5049
chr18	342544	5986
chr18	342971	6007
chr18	343982	4059
chr18	344459	4724
chr18	346821	6063
chr18	351004	1951
chr18	351114	3431
chr18	352032	5955
chr18	352577	5128
chr18	354264	5668
chr18	354439	3987
chr18	355410	6099
chr18	355568	2154
chr18	355944	3808
chr18	356095	4698
chr18	357207	2390
chr18	357570	2107
chr18	359079	2140
chr18	359196	4041
chr18	360161	2600
chr18	360971	5545
chr18	361437	3473
chr18	362199	4796
chr18	362857	3180
chr18	364942	6107
chr18	366043	5957
chr18	366698	6018
chr18	367725	4811
chr18	368115	1960
chr18	369148	6591
chr18	370338	3351
chr18	372041	5974
chr18	372837	4766
chr18	373670	3185
chr18	376191	5190
chr18	377746	4753
chr18	379644	3441
chr18	379749	6576
chr18	381832	2019
chr18	382030	4230
chr18	382088	4497
chr18	382268	1992
chr18	386301	4716
chr18	387120	6027
chr18	389950	4773
chr18	390905	3392
chr18	391376	5167
chr18	391402	5556
chr18	393649	5216
chr18	394141	4650
chr18	394762	5439
chr18	394946	3517
chr18	395394	6011
chr18	395559	4329
chr18	395885	5421
chr18	396461	3964
chr18	398147	4354
chr18	401069	4672
chr18	401573	4822
chr18	401869	6115
chr18	402150	5184
chr18	402483	4404
chr18	403777	3545
chr18	403892	5462
chr18	404000	3212
chr18	407958	2147
chr18	408553	3127
chr18	409960	5881
chr18	410997	5205
chr18	414876	5737
chr18	415401	4100
chr18	417559	5594
chr18	418106	5565
chr18	421278	2145
chr18	421366	3556
chr18	421412	5009
chr18	421579	3331
chr18	422504	2039
chr18	424115	3731
chr18	424745	5378
chr18	427408	4510
chr18	428535	1907
chr18	428607	1487
chr18	429355	2008
chr18	430781	2282
chr18	432080	3855
chr18	433431	3995
chr18	434478	4605
chr18	434650	6089
chr18	434702	5664
chr18	434956	6818
chr18	435867	3237
chr18	435951	5436
chr18	437232	4376
chr18	437286	5069
chr18	437578	4547
chr18	439089	4557
chr18	444687	2782
chr18	445002	2342
chr18	445309	5775
chr18	446773	4308
chr18	447999	5620
chr18	448051	4713
chr18	448441	3896
chr18	450102	2645
chr18	452284	3869
chr18	452844	5737
chr18	453302	2598
chr18	453958	4144
chr18	454728	6078
chr18	455937	3802
chr18	456539	5340
chr18	457450	4932
chr18	457853	6243
chr18	457867	6171
chr18	458505	4418
chr18	458662	4943
chr18	458761	6093
chr18	460565	2436
chr18	461778	5411
chr18	461872	3579
chr18	463009	5473
chr18	463146	6356
chr18	463177	6089
chr18	463418	2280
chr18	464909	5325
chr18	466351	6012
chr18	466810	5191
chr18	469426	5281
chr18	473288	5415
chr18	475530	6451
chr18	475761	3657
chr18	475796	5098
chr18	476853	2957
chr18	477849	5910
chr18	479891	4797
chr18	482032	5969
chr18	485968	2803
chr18	486602	5491
chr18	487281	5485
chr18	487395	1566
chr18	489385	5392
chr18	490268	5487
chr18	490871	4885
chr18	491967	4774
chr18	492315	2678
chr18	492874	5440
chr18	503177	3786
chr18	505004	6117
chr18	505472	6102
chr18	511960	3075
chr18	516119	3530
chr18	516584	5483
chr18	519222	5706
chr18	524184	2061
chr18	525596	4129
chr18	525734	6572
chr18	527110	2926
chr18	528165	4376
chr18	530318	5761
chr18	533191	2123
chr18	549319	5763
chr18	551688	5929
chr18	551899	3912
chr18	553456	2603
chr18	555074	5386
chr18	555291	5920
chr18	555452	5390
chr18	555760	5502
chr18	565414	5665
chr18	565760	5397
chr18	567127	5920
chr18	568040	4632
chr18	568118	5215
chr18	570500	4400
chr18	570814	5264
chr18	575158	4015
chr18	578218	6002
chr18	581123	3180
chr18	581954	3593
chr18	582838	5112
chr18	585386	4714
chr18	586700	5016
chr18	587290	1881
chr18	594262	4119
chr18	597751	4281
chr18	597854	6275
chr18	597950	4802
chr18	603871	2775
chr18	605312	4827
chr18	608018	6237
chr18	608342	2516
chr18	608480	1520
chr18	609954	1799
chr18	610382	5590
chr18	611323	2725
chr18	612753	4897
chr18	612819	5309
chr18	613020	2622
