chr	pos	non_missing_samples
chr3	63411	3950
chr3	66894	4637
chr3	76317	5122
chr3	82010	5222
chr3	95973	5112
chr3	104972	2726
chr3	105365	5007
chr3	107626	4600
chr3	108226	4613
chr3	108804	2745
chr3	108993	2994
chr3	110508	3926
chr3	114133	3107
chr3	115040	4653
chr3	117152	5093
chr3	118567	4870
chr3	119892	5140
chr3	120321	4319
chr3	121226	5948
chr3	121958	3392
chr3	125808	1731
chr3	126158	5443
chr3	127677	2625
chr3	133412	1614
chr3	133748	4357
chr3	134139	5590
chr3	135757	4574
chr3	135806	5450
chr3	135900	5286
chr3	140137	4322
chr3	140194	4798
chr3	140277	5737
chr3	140727	5650
chr3	141016	4871
chr3	141149	5547
chr3	142020	4553
chr3	142050	4722
chr3	142263	5930
chr3	142304	6024
chr3	143073	5800
chr3	143982	3641
chr3	144244	2717
chr3	147115	2189
chr3	148725	1824
chr3	149179	5573
chr3	149197	5601
chr3	149986	2453
chr3	151056	3058
chr3	151789	1201
chr3	152592	3674
chr3	156570	4620
chr3	157698	2459
chr3	159288	3641
chr3	160100	4334
chr3	162246	4153
chr3	163913	5362
chr3	168731	5955
chr3	170010	5092
chr3	170444	3368
chr3	170968	2892
chr3	171308	5149
chr3	171350	5961
chr3	172477	1655
chr3	172542	1732
chr3	173003	6083
chr3	174514	4844
chr3	174816	5137
chr3	175348	4526
chr3	178525	5204
chr3	179527	3815
chr3	181610	5681
chr3	182674	5980
chr3	182820	3056
chr3	185281	2341
chr3	188832	5247
chr3	188865	5835
chr3	189315	2314
chr3	189404	5688
chr3	189621	5926
chr3	190290	1721
chr3	191047	3601
chr3	191260	2664
chr3	191529	4671
chr3	193230	6113
chr3	194959	3096
chr3	195315	2555
chr3	195923	2891
chr3	196163	5486
chr3	197462	4486
chr3	198906	4987
chr3	201364	1542
chr3	201658	3887
chr3	201830	3630
chr3	201998	2198
chr3	206117	1701
chr3	206775	3810
chr3	207651	5252
chr3	211745	3172
chr3	216035	2173
chr3	220531	4340
chr3	221081	4115
chr3	223640	5117
chr3	223681	4283
chr3	226067	3101
chr3	234726	4107
chr3	236759	2259
chr3	237859	2625
chr3	241572	1877
chr3	241913	1820
chr3	242241	2475
chr3	243910	5028
chr3	244949	2965
chr3	245201	3962
chr3	247241	3804
chr3	247473	3717
chr3	250713	1874
chr3	250758	3901
chr3	250912	1424
chr3	252068	5254
chr3	252344	4632
chr3	253573	4014
chr3	253679	2120
chr3	253799	4768
chr3	253919	2174
chr3	253952	1400
chr3	255846	5409
chr3	258123	2012
chr3	259011	4436
chr3	260156	1771
chr3	260896	5408
chr3	261902	2799
chr3	262461	4893
chr3	264293	3806
chr3	265425	3330
chr3	266512	3512
chr3	269035	4988
chr3	269338	3910
chr3	270521	3097
chr3	276273	4982
chr3	276415	4024
chr3	276924	2472
chr3	277219	3538
chr3	277778	5597
chr3	278661	4893
chr3	279141	2544
chr3	283076	1991
chr3	283415	2343
chr3	283747	1812
chr3	285806	4832
chr3	286552	1732
chr3	287419	2595
chr3	292992	4281
chr3	295196	4035
chr3	296648	3659
chr3	297321	3002
chr3	297928	2512
chr3	298171	4797
chr3	298355	4871
chr3	301106	2634
chr3	301987	1519
chr3	304711	4391
chr3	305282	4921
chr3	306336	2264
chr3	306714	5675
chr3	309363	5207
chr3	310616	4225
chr3	310747	2750
chr3	311851	4392
chr3	312349	2559
chr3	313459	5751
chr3	314538	4969
chr3	316417	2775
chr3	317145	2935
chr3	320004	5365
chr3	320201	6147
chr3	321039	1735
chr3	322558	4116
chr3	323615	1528
chr3	324149	1359
chr3	324484	5608
chr3	325410	5109
chr3	329106	4350
chr3	330037	848
chr3	334289	2849
chr3	337727	1780
chr3	338244	5795
chr3	338277	5371
chr3	341059	5732
chr3	341991	4169
chr3	342281	4544
chr3	342377	2094
chr3	343022	2460
chr3	348599	3078
chr3	354195	3113
chr3	354290	5818
chr3	358869	2115
chr3	359160	2441
chr3	359454	3200
chr3	361508	1950
chr3	363254	4351
chr3	371087	3045
chr3	372448	2116
chr3	373693	4877
chr3	374052	1358
chr3	374869	4722
chr3	375590	3954
chr3	378069	2074
chr3	378156	2649
chr3	378639	2454
chr3	379841	4958
chr3	380572	3241
chr3	381302	4753
chr3	388178	2692
chr3	391100	3574
chr3	391586	3265
chr3	392578	1341
chr3	394293	3368
chr3	394517	4957
chr3	396754	4625
chr3	397553	5045
chr3	397731	5354
chr3	398934	4227
chr3	399171	4357
chr3	401533	6471
chr3	404288	3204
chr3	404658	5666
chr3	406445	5330
chr3	410548	5121
chr3	414050	4689
chr3	416441	4834
chr3	417207	2691
chr3	417979	5797
chr3	417994	5677
chr3	418089	5467
chr3	418585	2188
chr3	419022	5881
chr3	419143	2463
chr3	422639	1839
chr3	423018	4488
chr3	424254	3883
chr3	430682	3716
chr3	433785	2311
chr3	434444	5888
chr3	436042	1989
chr3	436885	1686
chr3	437044	5688
chr3	438253	3945
chr3	440028	4856
chr3	447677	4850
chr3	448527	1260
chr3	450075	4515
chr3	453539	5461
chr3	454777	1867
chr3	455470	2177
chr3	457164	4942
chr3	457922	1489
chr3	460077	3711
chr3	462326	2675
chr3	464302	2372
chr3	465343	5831
chr3	465476	2879
chr3	467157	2222
chr3	470808	2420
chr3	471460	5281
chr3	471846	4109
chr3	475007	2439
chr3	489181	1679
chr3	491976	5465
chr3	495200	5730
chr3	495338	5430
chr3	497892	1843
chr3	497975	3497
chr3	498400	2150
chr3	499695	3233
chr3	499885	2522
chr3	500864	6339
chr3	502748	3177
chr3	503607	3256
chr3	503974	1968
chr3	504313	1297
chr3	505760	3288
chr3	508339	2525
chr3	516255	3145
chr3	522893	3029
chr3	525853	5472
chr3	527223	1830
chr3	528413	5637
chr3	528532	5926
chr3	528873	2778
chr3	529666	3422
chr3	530304	3760
chr3	534003	5151
chr3	536037	2516
chr3	538554	4656
chr3	540350	1959
chr3	546738	3775
chr3	552652	1666
chr3	554015	5389
chr3	554312	1879
chr3	554818	5730
chr3	556800	2355
chr3	566907	4290
chr3	567475	5684
chr3	572258	4393
chr3	572805	4686
chr3	579178	4610
chr3	579540	4276
chr3	580021	2878
chr3	580063	2307
chr3	581027	2810
chr3	583977	4814
chr3	588448	4702
chr3	593487	3290
chr3	597064	5828
chr3	598777	3891
chr3	600158	2695
chr3	602159	1221
chr3	602772	4304
chr3	605373	5031
chr3	605628	4918
chr3	607512	1760
chr3	609566	2922
chr3	610577	4474
chr3	620311	1136
chr3	668003	2310
chr3	668779	3799
chr3	668832	4117
chr3	669852	4475
chr3	669941	6140
chr3	670482	1864
chr3	671993	5258
chr3	674242	2598
chr3	675755	4997
chr3	678801	2758
chr3	684744	3486
chr3	703406	1712
chr3	703725	2653
chr3	704320	4444
chr3	704649	3610
chr3	707257	1668
chr3	707339	1508
chr3	707654	2956
chr3	710648	5345
chr3	710880	1565
chr3	716282	4441
chr3	716885	1542
chr3	718313	1944
chr3	719554	3058
chr3	721851	3555
chr3	722279	2821
chr3	723937	1097
chr3	731277	1586
chr3	736227	2607
chr3	742786	5448
chr3	746092	5918
chr3	747665	1680
chr3	755370	4860
chr3	758958	5242
chr3	759207	2917
chr3	767461	2895
chr3	774284	1564
chr3	776321	3999
chr3	777629	1249
chr3	778709	3500
chr3	779167	4365
chr3	783035	2566
chr3	787770	1844
chr3	800548	2105
chr3	800606	4341
chr3	806930	5654
chr3	807582	5769
chr3	807583	5780
chr3	808014	1961
chr3	809720	3580
chr3	809878	4222
chr3	821983	6132
chr3	822049	6036
chr3	824221	2091
chr3	829457	3985
chr3	834393	2631
chr3	837481	5300
chr3	839087	4921
chr3	840276	2742
chr3	840965	4943
chr3	842407	5386
chr3	843748	2602
chr3	845579	2074
chr3	847139	5771
chr3	848898	2667
chr3	850922	3401
chr3	857325	6021
chr3	865779	4107
chr3	872667	2806
chr3	874785	2848
chr3	877099	2253
chr3	877235	3853
chr3	878370	2008
chr3	880532	5313
chr3	880594	4309
chr3	883851	5574
chr3	885092	1928
chr3	885794	2889
chr3	887085	1827
chr3	888941	5343
chr3	892951	5481
chr3	898136	5053
chr3	898661	2861
chr3	898908	6367
chr3	903380	5185
chr3	909735	3759
chr3	910955	5323
chr3	913920	2683
chr3	915389	4434
chr3	917215	2974
chr3	917693	2356
chr3	920346	3435
chr3	926471	2780
chr3	927725	4128
chr3	928456	4842
chr3	932212	1987
chr3	940698	3396
chr3	941639	2277
chr3	942672	5944
chr3	948531	2740
chr3	948605	4662
chr3	949345	3877
chr3	958096	3117
chr3	963381	2285
chr3	964579	2299
chr3	967991	3872
chr3	972059	1893
chr3	972112	3996
chr3	975647	4022
chr3	975836	3744
chr3	976779	5903
chr3	976815	6363
chr3	977968	3844
chr3	979343	3080
chr3	980897	1632
chr3	983297	1887
chr3	983994	3565
chr3	984037	4070
chr3	984435	5121
chr3	987445	5912
chr3	987808	2350
chr3	990754	4975
chr3	991967	4124
chr3	993650	1549
chr3	994754	3997
chr3	996228	5041
chr3	998513	3870
chr3	1002028	2745
chr3	1003642	5611
chr3	1005969	6322
chr3	1006912	4566
chr3	1011694	2818
chr3	1011877	2849
chr3	1011897	3270
chr3	1013167	1416
chr3	1013965	6031
chr3	1014408	2132
chr3	1014483	1549
chr3	1016158	4300
chr3	1018544	3720
chr3	1019715	6139
chr3	1020329	4043
chr3	1022241	4496
chr3	1025630	2494
chr3	1028349	5000
chr3	1030428	5276
chr3	1030894	2372
chr3	1032107	3487
chr3	1032229	4851
chr3	1032746	5075
chr3	1032945	5075
chr3	1033035	2491
chr3	1033107	4655
chr3	1034188	4250
chr3	1035968	4163
chr3	1037956	2584
chr3	1040180	3715
chr3	1040539	4542
chr3	1044446	5659
chr3	1046038	2370
chr3	1046083	3105
chr3	1050587	1721
chr3	1050922	4868
chr3	1059654	1982
chr3	1061761	2505
chr3	1063826	4993
chr3	1067014	5210
chr3	1067033	4618
chr3	1068236	4965
chr3	1070039	4422
chr3	1071362	4179
chr3	1079024	2691
chr3	1081998	3936
chr3	1089547	3197
chr3	1090094	4021
chr3	1090541	2182
chr3	1092927	4705
chr3	1093174	5439
chr3	1093335	4313
chr3	1094516	4646
chr3	1096770	877
chr3	1097248	6256
chr3	1097901	1449
chr3	1098731	3581
chr3	1106163	5203
chr3	1109813	2602
chr3	1113976	5592
chr3	1115173	4921
chr3	1115904	1562
chr3	1117485	2922
chr3	1118212	5261
chr3	1118267	4170
chr3	1118317	4040
chr3	1118365	5027
chr3	1118426	2592
chr3	1119888	1891
chr3	1121232	1474
chr3	1121622	3865
chr3	1122000	3758
chr3	1122130	3985
chr3	1122369	5143
chr3	1122456	4234
chr3	1125117	3086
chr3	1125383	4818
chr3	1125605	2806
chr3	1125688	2991
chr3	1127033	2596
chr3	1127372	3038
chr3	1128074	2707
chr3	1128245	2024
chr3	1128796	3019
chr3	1129819	3696
chr3	1131724	5022
chr3	1131967	2449
chr3	1132072	3222
chr3	1133488	4721
chr3	1138294	3395
chr3	1139641	1709
chr3	1143424	2342
chr3	1143588	3377
chr3	1145249	4164
chr3	1147201	1651
chr3	1148132	2893
chr3	1149544	3019
chr3	1154258	6265
chr3	1154559	4789
chr3	1155678	3125
chr3	1162041	5836
chr3	1164309	5636
chr3	1164339	4195
chr3	1165284	1882
chr3	1165448	4910
chr3	1165633	1974
chr3	1169496	2989
chr3	1170794	2533
chr3	1171135	4726
chr3	1171644	738
chr3	1171860	3251
chr3	1172682	3100
chr3	1173131	1416
chr3	1173652	5785
chr3	1175387	5820
chr3	1175575	6476
chr3	1175950	4870
chr3	1176722	4982
chr3	1178831	4389
chr3	1180002	1845
chr3	1183679	2731
chr3	1186754	1895
chr3	1187510	1803
chr3	1187861	2850
chr3	1191638	1556
chr3	1192619	5735
chr3	1196449	5985
chr3	1197281	4922
chr3	1204591	4226
chr3	1205538	4161
chr3	1207591	4886
chr3	1210091	2839
chr3	1210705	6135
chr3	1212658	5635
chr3	1212944	2740
chr3	1213978	2777
chr3	1215013	4523
chr3	1215717	2484
chr3	1216618	3711
chr3	1218279	2618
chr3	1218873	1724
chr3	1220546	5851
chr3	1221203	3373
chr3	1222180	1863
chr3	1225791	4239
chr3	1227382	4058
chr3	1228607	2774
chr3	1231334	5312
chr3	1235201	2063
chr3	1238287	5098
chr3	1238954	4861
chr3	1242096	5023
chr3	1244434	5657
chr3	1246486	1287
chr3	1248712	3477
chr3	1248918	3142
chr3	1250356	4525
chr3	1250634	2915
chr3	1250823	3195
chr3	1251335	2231
chr3	1252668	5614
chr3	1253525	4973
chr3	1257668	1941
chr3	1258553	3887
chr3	1258877	2750
chr3	1260260	5712
chr3	1260932	1828
chr3	1261293	5016
chr3	1261314	4871
chr3	1262474	5338
chr3	1270698	5571
chr3	1272373	4183
chr3	1272910	2901
chr3	1273621	2342
chr3	1273716	3550
chr3	1274369	5375
chr3	1274590	3587
chr3	1274753	2849
chr3	1276092	1340
chr3	1289346	2647
chr3	1289570	4996
chr3	1291918	5878
chr3	1291958	6311
chr3	1292204	6259
chr3	1293342	5253
chr3	1293401	5547
chr3	1293515	1835
chr3	1293647	3977
chr3	1294736	3315
chr3	1296579	4747
chr3	1297263	1702
chr3	1298121	2040
chr3	1298990	1334
chr3	1299312	4577
chr3	1299571	3935
chr3	1300820	2384
chr3	1301130	1208
chr3	1302694	2291
chr3	1302963	3387
chr3	1305140	4997
chr3	1305548	3244
chr3	1305712	4616
chr3	1306926	3460
chr3	1309799	5025
chr3	1310741	2412
chr3	1310929	4640
chr3	1311742	4360
chr3	1312358	4758
chr3	1312979	2497
chr3	1313477	1639
chr3	1314393	5591
chr3	1314793	5981
chr3	1315199	3745
chr3	1315900	4146
chr3	1315929	5572
chr3	1316388	1674
chr3	1316860	4680
chr3	1316884	4996
chr3	1317006	4198
chr3	1317289	3589
chr3	1317869	1672
chr3	1318086	3844
chr3	1318109	3699
chr3	1319698	5292
chr3	1319738	6038
chr3	1320271	4141
chr3	1321018	3822
chr3	1321719	2988
chr3	1321825	1715
chr3	1322592	5787
chr3	1322885	4055
chr3	1322978	5875
chr3	1323078	2002
chr3	1323929	5822
chr3	1324048	4853
chr3	1324337	4891
chr3	1325955	2942
chr3	1327261	2522
chr3	1327288	2415
chr3	1327522	1536
chr3	1328461	5061
chr3	1329165	2670
chr3	1330775	2072
chr3	1331135	5316
chr3	1332197	4239
chr3	1333290	2101
chr3	1333688	3789
chr3	1333797	3298
chr3	1334530	4212
chr3	1334872	1491
chr3	1335476	4284
chr3	1336137	4831
chr3	1336271	3675
chr3	1336276	3920
chr3	1336397	5911
chr3	1336604	3960
chr3	1337162	5967
chr3	1337203	4753
chr3	1337515	3569
chr3	1337551	5012
chr3	1338259	1839
chr3	1338499	2296
chr3	1339042	2099
chr3	1342013	5147
chr3	1344139	1118
chr3	1345425	1444
chr3	1345563	4378
chr3	1348362	2501
chr3	1349915	3693
chr3	1350134	4468
