chr	pos	non_missing_samples
chr20	63244	1824
chr20	63799	5250
chr20	68749	3321
chr20	69094	1671
chr20	74347	4666
chr20	76962	5848
chr20	80655	4348
chr20	87416	1445
chr20	90984	2146
chr20	91508	2451
chr20	97122	5287
chr20	98930	4576
chr20	100505	1902
chr20	100699	2829
chr20	101362	2060
chr20	102181	4326
chr20	108328	5229
chr20	124302	1569
chr20	125121	2534
chr20	126417	5817
chr20	126529	4737
chr20	126614	6154
chr20	126678	5780
chr20	126914	4801
chr20	126923	4636
chr20	127194	3251
chr20	129063	2281
chr20	129613	2034
chr20	131362	2214
chr20	134931	4372
chr20	136568	2593
chr20	139456	4921
chr20	140086	1917
chr20	140280	4804
chr20	147685	4486
chr20	161502	2977
chr20	164083	4674
chr20	165832	5427
chr20	168020	4646
chr20	169995	2136
chr20	170642	4238
chr20	171189	5473
chr20	181638	4485
chr20	181967	4204
chr20	182013	2557
chr20	186405	2126
chr20	188107	1744
chr20	188318	1965
chr20	191797	4497
chr20	192069	4843
chr20	193500	5237
chr20	197162	6309
chr20	206402	4237
chr20	207903	6044
chr20	208550	5105
chr20	208685	4438
chr20	210539	2957
chr20	210634	5926
chr20	211431	2732
chr20	213014	3743
chr20	213423	5463
chr20	213523	4835
chr20	213842	5073
chr20	216811	5583
chr20	217281	4772
chr20	221018	3304
chr20	222632	3637
chr20	222836	1702
chr20	224128	4419
chr20	225058	3147
chr20	227967	6035
chr20	230983	2254
chr20	236802	5122
chr20	237497	2828
chr20	238507	5414
chr20	239294	2625
chr20	239688	5692
chr20	240849	5476
chr20	248926	6358
chr20	250076	4681
chr20	250844	4578
chr20	250983	3279
chr20	251494	6026
chr20	252165	6302
chr20	252721	1203
chr20	254013	5934
chr20	255763	3738
chr20	256573	5112
chr20	256992	6628
chr20	258711	5528
chr20	258865	4107
chr20	264272	2901
chr20	264997	6090
chr20	265365	3273
chr20	265800	6544
chr20	265968	6300
chr20	269006	5407
chr20	272717	5281
chr20	274333	5194
chr20	277832	5368
chr20	283877	4986
chr20	284074	3657
chr20	285323	5420
chr20	286838	1162
chr20	288233	3029
chr20	288922	5561
chr20	288996	4593
chr20	289362	5451
chr20	289839	5611
chr20	290257	5386
chr20	296172	2350
chr20	304673	4884
chr20	308193	4672
chr20	308200	4600
chr20	309692	5358
chr20	311009	5875
chr20	313237	4024
chr20	322612	5898
chr20	324123	4963
chr20	325102	4673
chr20	326016	5389
chr20	329842	4494
chr20	335225	4710
chr20	337347	3375
chr20	337432	6055
chr20	342463	6157
chr20	344079	6130
chr20	344631	4136
chr20	345864	5216
chr20	346751	2047
chr20	347202	3062
chr20	347459	4825
chr20	347908	5845
chr20	348334	5416
chr20	350490	5642
chr20	351634	5770
chr20	351944	5924
chr20	353085	5349
chr20	355167	6178
chr20	357050	3227
chr20	358935	1716
chr20	360714	5442
chr20	360789	6437
chr20	364747	6037
chr20	370150	3672
chr20	370516	2064
chr20	377226	6074
chr20	380980	5673
chr20	381531	6114
chr20	382627	5183
chr20	382876	4758
chr20	382938	6224
chr20	383720	5224
chr20	383760	6072
chr20	384045	4823
chr20	384898	3875
chr20	385052	4454
chr20	389881	6097
chr20	389984	5529
chr20	390240	5573
chr20	391025	6447
chr20	391170	5026
chr20	397157	4258
chr20	397928	5616
chr20	398278	3675
chr20	399768	3704
chr20	402388	5647
chr20	402440	5812
chr20	402710	4203
chr20	403653	2611
chr20	404916	5687
