chr	pos	non_missing_samples
chr10	113934	1566
chr10	126070	5455
chr10	135656	2420
chr10	135853	2691
chr10	148325	2953
chr10	151997	4731
chr10	158202	3879
chr10	158946	6232
chr10	159076	4181
chr10	159404	5079
chr10	162102	1412
chr10	175653	3734
chr10	177393	6228
chr10	201183	1730
chr10	203471	3220
chr10	230625	5882
chr10	231092	4856
chr10	236452	4100
chr10	237750	4225
chr10	244561	3053
chr10	252693	3751
chr10	255222	2207
chr10	269695	1395
chr10	273344	1904
chr10	273915	1123
chr10	277232	4766
chr10	279248	5383
chr10	291533	5068
chr10	291868	5946
chr10	291893	6009
chr10	291999	5798
chr10	297633	2114
chr10	309526	5312
chr10	313304	5074
chr10	315644	5484
chr10	323283	5563
chr10	325841	5553
chr10	326725	5868
chr10	326894	4219
chr10	327832	3284
chr10	329493	2022
chr10	331398	5551
chr10	331763	4108
chr10	332207	5514
chr10	338553	5643
chr10	343758	5394
chr10	353306	4580
chr10	353589	5816
chr10	354301	4803
chr10	356784	4913
chr10	357849	3218
chr10	359403	2270
chr10	364383	5859
chr10	372537	4165
chr10	373048	4521
chr10	384248	3390
chr10	384588	4945
chr10	387060	5016
chr10	394714	5162
chr10	395463	6272
chr10	396882	5628
chr10	406229	4849
chr10	407584	5775
chr10	408134	5272
chr10	412449	6027
chr10	413010	5868
chr10	413440	4798
chr10	423211	4888
chr10	423555	5203
chr10	426966	5760
chr10	429977	6136
chr10	432087	5405
chr10	432288	5022
chr10	437193	5141
chr10	451700	6342
chr10	453567	5808
chr10	458477	3318
chr10	462628	1917
chr10	462885	4057
chr10	464557	5190
chr10	466286	5017
chr10	466761	4050
chr10	467785	6352
chr10	468179	6234
chr10	468183	6281
chr10	468599	6064
chr10	470646	1886
chr10	470698	4660
chr10	471641	6154
chr10	476090	3254
chr10	480774	1934
chr10	487973	6244
chr10	489656	4560
chr10	491349	3907
chr10	495452	3041
chr10	499994	3738
chr10	500193	3506
chr10	514032	4325
chr10	514138	1289
chr10	518156	2588
chr10	518199	5708
chr10	518737	6179
chr10	520192	5183
chr10	531915	5670
chr10	531982	6469
chr10	538637	5096
chr10	541366	3447
chr10	547097	5098
chr10	547658	5246
chr10	548389	5968
chr10	551157	5998
chr10	552355	6376
chr10	552375	6263
chr10	555469	6743
chr10	556129	4661
chr10	560600	6166
chr10	561952	5660
chr10	563666	5568
chr10	564045	6021
chr10	566195	5476
chr10	566379	1484
chr10	567325	5245
chr10	570172	6218
chr10	572575	5560
chr10	577444	5507
chr10	578995	4622
chr10	579869	3443
chr10	583548	5333
chr10	587223	6026
chr10	588126	6241
chr10	588406	6511
chr10	588609	5555
chr10	590551	4309
chr10	592283	1439
chr10	593435	5550
chr10	595504	6113
chr10	601089	2183
chr10	601114	1562
chr10	605525	5697
chr10	609945	3324
chr10	615782	5524
chr10	616500	5920
chr10	616610	6099
chr10	618685	4700
chr10	621338	3202
chr10	623410	5943
chr10	624296	4538
chr10	626412	3397
chr10	626782	5932
chr10	630299	4818
chr10	632748	2825
chr10	633495	6215
chr10	635857	4029
chr10	638859	4843
chr10	639750	5170
chr10	641961	5636
chr10	642943	5747
chr10	644732	6050
chr10	646219	5155
chr10	648903	4533
chr10	657644	5201
chr10	669358	5506
chr10	675016	6106
chr10	678000	3098
chr10	680428	5823
chr10	684752	4393
chr10	686299	4912
chr10	688441	5552
chr10	698071	4538
chr10	699089	5157
chr10	708192	5861
chr10	708293	6152
chr10	712617	5107
chr10	714536	6011
chr10	721815	1689
chr10	726235	6152
chr10	733392	4550
chr10	734229	4241
chr10	738630	4702
chr10	742875	2803
chr10	743836	6106
chr10	747115	1665
chr10	750414	6334
chr10	752193	5722
chr10	754033	5378
chr10	756109	5843
chr10	756187	4634
chr10	756887	2847
chr10	756996	3238
chr10	758971	5784
chr10	759268	4608
chr10	761025	6108
chr10	761907	5690
chr10	762288	1773
chr10	766006	5718
chr10	766105	5900
chr10	767395	5416
chr10	771362	1901
chr10	771532	4270
chr10	773712	6066
chr10	776394	3431
chr10	776544	1928
chr10	781124	5762
chr10	785157	4478
chr10	787896	2595
chr10	788524	2570
chr10	788658	4322
chr10	800213	3265
chr10	800368	1134
chr10	802272	2829
chr10	804315	5020
chr10	813426	3422
chr10	815149	6049
chr10	815172	5545
chr10	818026	4441
chr10	818568	3645
chr10	820256	4668
chr10	820868	6115
chr10	823188	5957
chr10	831747	4597
chr10	834736	3651
chr10	836115	4732
chr10	837450	5694
chr10	838179	5327
chr10	838378	6157
chr10	848623	5974
chr10	849979	5647
chr10	850157	5926
chr10	850762	4106
chr10	857151	2317
chr10	857920	4915
chr10	858022	5913
chr10	858068	6289
chr10	861390	6058
chr10	863964	5423
chr10	865476	6017
chr10	865825	4944
chr10	873563	6022
chr10	874116	6523
chr10	875998	3126
chr10	876243	5980
chr10	886259	6381
chr10	888073	5548
chr10	890252	4717
chr10	894838	4358
chr10	901244	5762
chr10	903950	3593
chr10	917330	5463
chr10	920441	5557
chr10	927331	5713
chr10	931176	5993
chr10	936103	2090
chr10	954402	5891
chr10	956400	4923
chr10	970426	5010
chr10	991737	4958
chr10	993351	5894
chr10	994753	5833
chr10	1002806	5599
chr10	1008627	4138
chr10	1013535	6432
chr10	1014603	5664
chr10	1014617	5908
chr10	1014997	5139
chr10	1015247	5464
chr10	1016110	2346
chr10	1016601	5821
chr10	1017325	5093
chr10	1018585	4884
chr10	1020530	6040
chr10	1024214	2184
chr10	1025571	5901
chr10	1028179	5249
chr10	1028741	4348
chr10	1029278	5347
chr10	1032068	5769
chr10	1032568	5688
chr10	1037191	5071
chr10	1042823	5584
chr10	1043469	4754
chr10	1046712	6189
chr10	1047226	4497
chr10	1047790	5660
chr10	1049757	5557
chr10	1052950	5614
chr10	1055913	1892
chr10	1056252	6109
chr10	1058837	3186
chr10	1060218	6025
chr10	1060636	6135
chr10	1062475	4953
chr10	1065710	5730
chr10	1067284	5220
chr10	1068802	5573
chr10	1073684	5585
chr10	1075777	3361
chr10	1078782	2498
chr10	1080790	2285
chr10	1081293	6237
chr10	1081747	5298
chr10	1081882	6153
chr10	1082289	3963
chr10	1084360	3609
chr10	1088746	1619
chr10	1089616	5211
chr10	1091195	3244
chr10	1096538	1592
chr10	1100064	2776
chr10	1104257	4662
chr10	1110464	4935
chr10	1116294	1878
chr10	1116671	1613
chr10	1116999	4149
chr10	1117514	1625
chr10	1120236	4582
chr10	1121570	5298
chr10	1124531	3537
chr10	1126293	5646
chr10	1128216	6045
chr10	1128812	1716
chr10	1129527	2677
chr10	1129814	6040
chr10	1132215	5876
chr10	1132852	5195
chr10	1135248	6097
chr10	1139183	2959
chr10	1141749	6233
chr10	1142208	5911
chr10	1142424	5845
chr10	1143104	2428
chr10	1144630	5583
chr10	1147045	6023
chr10	1151620	3062
chr10	1151723	5367
chr10	1152862	6390
chr10	1152946	4836
chr10	1156165	2475
chr10	1166400	4722
chr10	1168267	5756
chr10	1171734	5041
chr10	1171823	6256
chr10	1172839	2203
chr10	1173670	4407
chr10	1179519	5364
chr10	1180536	1872
chr10	1182123	3705
chr10	1183739	6054
chr10	1185306	2023
chr10	1187512	4239
chr10	1188270	6216
chr10	1188555	1902
chr10	1196073	4863
chr10	1197823	5817
chr10	1199124	6412
chr10	1199313	4687
chr10	1199671	1699
chr10	1200445	1470
chr10	1201464	3745
chr10	1202448	6507
chr10	1203168	5338
chr10	1206834	6448
chr10	1207809	5707
chr10	1208148	5019
chr10	1208271	5022
chr10	1212635	5904
chr10	1214078	5478
chr10	1214283	5471
chr10	1214336	3289
chr10	1215982	5338
chr10	1216861	4023
chr10	1218030	5763
chr10	1219013	5069
chr10	1219153	6397
chr10	1219988	4675
chr10	1224336	6326
chr10	1224599	5866
chr10	1226006	5492
chr10	1226705	5704
chr10	1226783	3866
chr10	1226991	4354
chr10	1227685	5309
chr10	1227868	6034
chr10	1228206	4871
chr10	1229548	5351
chr10	1229663	3499
chr10	1229868	4730
chr10	1230968	4214
chr10	1232009	6496
chr10	1237185	2949
chr10	1238403	2686
chr10	1240519	3940
chr10	1240966	5171
chr10	1241268	5232
chr10	1242355	2055
chr10	1244020	3433
chr10	1244414	4738
chr10	1246883	5509
chr10	1247022	2198
chr10	1249461	4768
chr10	1249986	6145
chr10	1250184	5536
chr10	1251781	5388
chr10	1253906	5252
chr10	1254141	3238
chr10	1256160	3865
chr10	1256559	6318
chr10	1256632	5645
chr10	1258444	5493
chr10	1259485	5813
chr10	1273650	5024
chr10	1274538	4933
chr10	1276186	4321
chr10	1276311	4237
chr10	1278028	5553
chr10	1279272	5686
chr10	1280409	2479
chr10	1284303	5048
chr10	1286740	6154
chr10	1291565	2119
chr10	1292991	5694
chr10	1293100	4324
chr10	1294962	2515
chr10	1295353	3761
chr10	1295621	3952
chr10	1296968	5601
chr10	1300137	5858
chr10	1300253	1388
chr10	1306220	3181
chr10	1306745	4385
chr10	1307456	5510
chr10	1310638	2768
chr10	1314117	4851
chr10	1314548	3986
chr10	1315045	5741
chr10	1315446	3530
chr10	1317300	3640
chr10	1322617	5819
chr10	1325157	4787
chr10	1325411	2912
chr10	1326339	5280
chr10	1326666	6152
chr10	1329985	4575
chr10	1332488	5634
chr10	1332768	4499
chr10	1334563	2625
chr10	1334754	6057
chr10	1335849	3941
chr10	1337709	5358
chr10	1338152	6149
chr10	1338168	6062
chr10	1339022	5028
chr10	1339525	5760
chr10	1341691	4968
chr10	1343017	3647
chr10	1343726	2252
chr10	1351088	2392
chr10	1352152	4342
chr10	1355218	4759
chr10	1360092	6244
chr10	1361130	5469
chr10	1366428	5652
chr10	1366888	4403
chr10	1367514	5550
chr10	1371610	4969
chr10	1372501	4057
chr10	1374007	3024
chr10	1375416	3190
chr10	1376968	5190
chr10	1377660	4529
chr10	1378936	5194
chr10	1381482	6075
chr10	1384633	6263
chr10	1385623	4517
chr10	1386039	3514
chr10	1387508	5094
chr10	1389433	4021
chr10	1396155	6021
chr10	1401546	5925
chr10	1401584	6288
chr10	1402884	4545
chr10	1403092	5889
chr10	1403493	5377
chr10	1404073	2363
chr10	1406364	4466
chr10	1407826	4593
chr10	1407862	5717
chr10	1409662	3852
chr10	1409736	3197
chr10	1411526	5953
chr10	1412163	5242
chr10	1412238	4005
chr10	1415366	3732
chr10	1416962	4970
chr10	1420963	5338
chr10	1421516	3135
chr10	1422208	2054
chr10	1426013	5671
chr10	1426760	5166
chr10	1427083	5734
chr10	1427548	1510
chr10	1428236	2126
chr10	1429339	1567
chr10	1430022	3640
chr10	1430761	3674
chr10	1432461	4145
chr10	1436204	5709
chr10	1436858	5260
chr10	1442211	5766
chr10	1443016	6067
chr10	1444645	5389
chr10	1446873	5611
chr10	1447105	3392
chr10	1447951	4554
chr10	1448170	3824
chr10	1449849	5159
chr10	1452786	4784
chr10	1454457	5517
chr10	1454864	5642
chr10	1455474	5890
chr10	1455543	6033
chr10	1459379	5546
chr10	1459594	5989
chr10	1460432	5181
chr10	1460688	5010
chr10	1461116	5671
chr10	1461984	5095
chr10	1462457	2610
chr10	1463208	4080
