chr1	2213349
chr1	2214726
chr1	2215723
chr1	2216435
chr1	2217699
chr1	2226509
chr1	2228951
chr1	2231568
chr1	2232129
chr1	2232677
chr1	2233260
chr1	2234479
chr1	2235370
chr1	2235710
chr1	2237165
chr1	2237776
chr1	2238353
chr1	2241478
chr1	2242065
chr1	2244114
chr1	2244687
chr1	2246288
chr1	2247560
chr1	2250309
chr1	2250903
chr1	2251211
chr1	2251617
chr1	2252315
chr1	2252841
chr1	2253199
chr1	2253416
chr1	2253871
chr1	2255646
chr1	2256472
chr1	2256593
chr1	2257757
chr1	2258038
chr1	2261509
chr1	2263678
chr1	2265794
chr1	2267618
chr1	2270305
chr1	2271133
chr1	2272051
chr1	2274142
chr1	2275281
chr1	2276684
chr1	2277469
chr1	6504081
chr1	6505158
chr1	6508327
chr1	6508614
chr1	6510760
chr1	6511864
chr1	6512978
chr1	6539062
chr1	6591668
chr1	6592658
chr1	6592685
chr1	6597180
chr1	6597295
chr1	6597364
chr1	6597904
chr1	6603494
chr1	6609259
chr1	6609910
chr1	6610639
chr1	6612669
chr1	6613720
chr1	6615980
chr1	6616131
chr1	6616425
chr1	6618666
chr1	6619396
chr1	6619788
chr1	6621315
chr1	6624846
chr1	6628298
chr1	6631252
chr1	6633816
chr1	6634453
chr1	6634454
chr1	6634867
chr1	6641918
chr1	6642091
chr1	6645296
chr1	6645468
chr1	6645814
chr1	6646876
chr1	6648698
chr1	6649851
chr1	6651881
chr1	6651945
chr1	6651946
chr1	6653054
chr1	6653222
chr1	6655330
chr1	6655380
chr1	6655841
chr1	6656023
chr1	6656231
chr1	6657612
chr1	6658948
chr1	6659577
chr1	6659675
chr1	6659823
chr1	6659916
chr1	6660930
chr1	6661174
chr1	6662499
chr1	6662792
chr1	6663022
chr1	6663058
chr1	6663124
chr1	6663746
chr1	6664045
chr1	6664189
chr1	6664397
chr1	6665170
chr1	6665367
chr1	6666341
chr1	6671441
chr1	6672364
chr1	6673021
chr1	6675204
chr1	6677810
chr1	6682221
chr1	6685079
chr1	6687837
chr1	6688069
chr1	6689506
chr1	6689701
chr1	6689856
chr1	6690053
chr1	6690650
chr1	6693177
chr1	6695038
chr1	6695942
chr1	6698901
chr1	6701201
chr1	6703077
chr1	6703626
chr1	6703749
chr1	6704583
chr1	6704603
chr1	6704630
chr1	6705019
chr1	6706175
chr1	6710105
chr1	6711080
chr1	6711547
chr1	6711955
chr1	6712073
chr1	6713981
chr1	6714222
chr1	6716168
chr1	6716712
chr1	6717108
chr1	6717213
chr1	6718523
chr1	6718579
chr1	6718645
chr1	6719256
chr1	6719312
chr1	6720588
chr1	6720759
chr1	6721361
chr1	6721511
chr1	6723488
chr1	6723993
chr1	6724404
chr1	6724532
chr1	6725497
chr1	6725887
chr1	6727215
chr1	6727336
chr1	6730886
chr1	6737322
chr1	6745178
chr1	6800975
chr1	6804003
chr1	6823783
chr1	6831064
chr1	6838455
chr1	6856150
chr1	6862943
chr1	6867463
chr1	6884036
chr1	6890491
chr1	6920823
chr1	6977525
chr1	6982777
chr1	6984811
chr1	6994964
chr1	7016899
chr1	7019702
chr1	7036983
chr1	7037762
chr1	7062248
chr1	7071012
chr1	11059078
chr1	11064828
chr1	11064993
chr1	11065809
chr1	11066342
chr1	11066375
chr1	11066433
chr1	11066460
chr1	11066512
chr1	11066884
chr1	11067707
chr1	11067814
chr1	11067944
chr1	11069202
chr1	11069377
chr1	11069380
chr1	11070059
chr1	11070361
chr1	11070586
chr1	11072160
chr1	11072484
chr1	11072504
chr1	11072744
chr1	11072908
chr1	11073185
chr1	11077721
chr1	11104880
chr1	11106245
chr1	11110074
chr1	11110686
chr1	11111949
chr1	11145001
chr1	11167807
chr1	11173502
chr1	11176467
chr1	11179458
chr1	11183413
chr1	11189075
chr1	11201872
chr1	11201963
chr1	11205987
chr1	11206335
chr1	11206407
chr1	11206654
chr1	11207226
chr1	11210114
chr1	11213965
chr1	11214490
chr1	11218756
chr1	11223907
chr1	11224034
chr1	11226121
chr1	11229104
chr1	11232609
chr1	11239454
