0.5	chr1	2164305	2071858	2186172
0.6	chr1	1713862	1664384	1723007
0.7	chr1	1389623	1363553	1392951
0.8	chr1	1105175	1093851	1106420
0.9	chr1	809886	807287	810178
0.5	chr2	2616467	2498161	2634280
0.6	chr2	2046570	1984041	2054192
0.5	chr9	1159964	1095759	1166973
0.5	chr13	1017340	976565	1024139
0.5	chr10	1484297	1418759	1496481
0.5	chr11	1456252	1394743	1469782
0.5	chr12	1243987	1189291	1249506
0.5	chr7	1545603	1475374	1557562
0.5	chr4	2161412	2061998	2176066
0.5	chr3	2182587	2078699	2195442
0.5	chr8	1746552	1665436	1757079
0.5	chr6	2200542	2067016	2216531
0.5	chr5	1969820	1879946	1982900
0.6	chr9	897817	861519	900279
0.6	chr13	797309	774080	799966
0.7	chr2	1618701	1589679	1621231
0.6	chr10	1165704	1128320	1172255
0.6	chr11	1152895	1120028	1158230
0.6	chr12	979542	950857	981926
0.7	chr9	708136	690395	709071
0.7	chr13	626370	614848	626826
0.6	chr7	1221937	1180710	1226896
0.6	chr8	1358243	1313558	1363167
0.7	chr10	928829	910255	932020
0.6	chr4	1708874	1652740	1715688
0.6	chr3	1718217	1661257	1723937
0.8	chr9	547276	541568	547749
0.7	chr11	930258	913082	932404
0.6	chr5	1533615	1485598	1538705
0.7	chr12	784614	770939	785288
0.8	chr13	490097	485129	490212
0.8	chr10	739162	731230	739777
0.6	chr6	1713072	1643525	1721419
0.8	chr2	1258166	1246104	1258899
0.7	chr7	973994	950325	976127
0.9	chr9	390975	389140	391174
0.7	chr8	1066049	1044095	1068370
0.8	chr11	733477	724489	734045
0.9	chr13	360090	358931	360109
0.7	chr4	1364065	1336643	1366496
0.7	chr3	1378838	1347511	1381525
0.8	chr12	618161	612114	618424
0.9	chr10	540810	538136	540902
0.7	chr5	1217963	1193894	1219512
0.7	chr6	1368366	1332090	1372365
0.9	chr2	900391	896530	900568
0.9	chr11	536795	533537	536835
0.9	chr12	454297	452085	454348
0.8	chr7	764156	750931	765074
0.8	chr3	1076271	1062071	1077046
0.8	chr4	1072245	1061667	1073061
0.8	chr8	818159	808672	819013
0.8	chr5	950955	941271	951320
0.8	chr6	1066278	1049417	1067692
0.9	chr4	780034	776962	780323
0.9	chr3	773412	769340	773628
0.9	chr7	554751	549434	554849
0.9	chr8	588877	586532	589077
0.5	chr15	742597	691248	748408
0.9	chr5	687278	683483	687302
0.5	chr14	875476	839704	880007
0.5	chr22	243953	232488	244917
0.5	chr21	333229	317096	334117
0.5	chr19	259969	249181	261435
0.5	chr17	596079	569946	597923
0.9	chr6	786239	783295	786645
0.5	chr16	699739	665449	703799
0.6	chr22	193754	186774	193944
0.5	chr18	835670	796501	841548
0.5	chr20	601500	571331	603961
0.6	chr21	265285	255813	265720
0.6	chr19	206026	199879	206776
0.7	chr22	155061	151854	155117
0.6	chr15	575132	546550	577843
0.7	chr21	210919	206042	211121
0.6	chr17	487768	472977	488567
0.5	chrX	343644	343644	352107
0.6	chr14	685709	664988	687841
0.8	chr22	120948	119692	120966
0.7	chr19	168491	165586	168927
0.6	chr16	541256	523912	543070
0.6	chr20	472182	456644	473222
0.6	chr18	656097	633606	659036
0.8	chr21	164484	162330	164518
0.9	chr22	86158	85901	86159
0.8	chr19	135812	134789	136097
0.9	chr21	120337	119699	120341
0.7	chr15	453253	437926	454116
0.7	chr17	398526	390990	398935
0.7	chr20	376846	369581	377391
0.7	chr18	521212	509498	522665
0.9	chr19	103411	103012	103522
0.7	chr14	542718	532577	543327
0.7	chr16	429438	421664	430496
0.6	chrX	274845	274845	280848
0.8	chr20	298299	294984	298364
0.8	chr17	324450	321301	324548
0.8	chr15	351996	344437	352386
0.8	chr18	412951	406991	413410
0.8	chr14	423472	418996	423689
0.8	chr16	332359	329126	332770
0.9	chr20	213686	212549	213693
0.7	chrX	223820	223820	226217
0.9	chr15	251089	247919	251310
0.9	chr17	244118	242977	244143
0.9	chr18	297245	295467	297338
0.9	chr16	231658	230752	231793
0.9	chr14	308851	307406	308914
0.8	chrX	178374	178374	179307
0.9	chrX	128141	128141	128313
